epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1567420223861,2019-09-02T03:30:23.861,0.000,-0.086,-0.017,0.093
1567420230851,2019-09-02T03:30:30.851,6.990,-0.692,-0.138,0.744
1567420230851,2019-09-02T03:30:30.851,6.990,-0.689,-0.133,0.743
1567420230851,2019-09-02T03:30:30.851,6.990,-0.687,-0.136,0.746
1567420230907,2019-09-02T03:30:30.907,7.046,-0.687,-0.136,0.748
1567420230907,2019-09-02T03:30:30.907,7.046,-0.690,-0.137,0.749
1567420230907,2019-09-02T03:30:30.907,7.046,-0.688,-0.140,0.746
1567420230959,2019-09-02T03:30:30.959,7.098,-0.687,-0.139,0.749
1567420230959,2019-09-02T03:30:30.959,7.098,-0.686,-0.141,0.747
1567420230959,2019-09-02T03:30:30.959,7.098,-0.684,-0.146,0.745
1567420231035,2019-09-02T03:30:31.035,7.174,-0.687,-0.145,0.744
1567420231035,2019-09-02T03:30:31.035,7.174,-0.693,-0.145,0.743
1567420231035,2019-09-02T03:30:31.035,7.174,-0.692,-0.147,0.744
1567420231077,2019-09-02T03:30:31.077,7.216,-0.685,-0.154,0.746
1567420231077,2019-09-02T03:30:31.077,7.216,-0.676,-0.160,0.750
1567420231077,2019-09-02T03:30:31.077,7.216,-0.669,-0.158,0.755
1567420231118,2019-09-02T03:30:31.118,7.257,-0.670,-0.154,0.750
1567420231118,2019-09-02T03:30:31.118,7.257,-0.679,-0.156,0.749
1567420231118,2019-09-02T03:30:31.118,7.257,-0.684,-0.156,0.750
1567420231162,2019-09-02T03:30:31.162,7.301,-0.679,-0.156,0.754
1567420231162,2019-09-02T03:30:31.162,7.301,-0.678,-0.156,0.753
1567420231162,2019-09-02T03:30:31.162,7.301,-0.677,-0.159,0.753
1567420231205,2019-09-02T03:30:31.205,7.344,-0.672,-0.160,0.755
1567420231205,2019-09-02T03:30:31.205,7.344,-0.665,-0.159,0.758
1567420231205,2019-09-02T03:30:31.205,7.344,-0.667,-0.159,0.765
1567420231261,2019-09-02T03:30:31.261,7.400,-0.661,-0.162,0.771
1567420231261,2019-09-02T03:30:31.261,7.400,-0.639,-0.167,0.781
1567420231261,2019-09-02T03:30:31.261,7.400,-0.636,-0.171,0.785
1567420231293,2019-09-02T03:30:31.293,7.432,-0.648,-0.173,0.761
1567420231293,2019-09-02T03:30:31.293,7.432,-0.667,-0.186,0.763
1567420231293,2019-09-02T03:30:31.293,7.432,-0.652,-0.185,0.759
1567420231346,2019-09-02T03:30:31.346,7.485,-0.658,-0.188,0.759
1567420231346,2019-09-02T03:30:31.346,7.485,-0.663,-0.199,0.751
1567420231346,2019-09-02T03:30:31.346,7.485,-0.655,-0.200,0.748
1567420231389,2019-09-02T03:30:31.389,7.528,-0.653,-0.198,0.760
1567420231389,2019-09-02T03:30:31.389,7.528,-0.653,-0.197,0.762
1567420231389,2019-09-02T03:30:31.389,7.528,-0.651,-0.196,0.768
1567420231433,2019-09-02T03:30:31.433,7.572,-0.644,-0.200,0.794
1567420231433,2019-09-02T03:30:31.433,7.572,-0.652,-0.231,0.922
1567420231433,2019-09-02T03:30:31.433,7.572,-0.783,-0.307,1.226
1567420231473,2019-09-02T03:30:31.473,7.612,-0.749,-0.345,1.248
1567420231473,2019-09-02T03:30:31.473,7.612,-0.768,-0.319,1.195
1567420231473,2019-09-02T03:30:31.473,7.612,-0.849,-0.166,0.769
1567420231501,2019-09-02T03:30:31.501,7.640,-0.879,-0.226,0.696
1567420231501,2019-09-02T03:30:31.501,7.640,-0.563,-0.045,0.872
1567420231501,2019-09-02T03:30:31.501,7.640,-0.285,0.244,0.873
