epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1567420090626,2019-09-02T03:28:10.626,0.000,-0.965,0.063,0.170
1567420090626,2019-09-02T03:28:10.626,0.000,-0.981,0.072,0.166
1567420090626,2019-09-02T03:28:10.626,0.000,-0.973,0.059,0.167
1567420090754,2019-09-02T03:28:10.754,0.128,-0.954,0.047,0.186
1567420090754,2019-09-02T03:28:10.754,0.128,-0.953,0.056,0.208
1567420090754,2019-09-02T03:28:10.754,0.128,-0.947,0.058,0.220
1567420090805,2019-09-02T03:28:10.805,0.179,-0.934,0.059,0.237
1567420090805,2019-09-02T03:28:10.805,0.179,-0.930,0.053,0.250
1567420090805,2019-09-02T03:28:10.805,0.179,-0.923,0.036,0.264
1567420090849,2019-09-02T03:28:10.849,0.223,-0.920,0.022,0.278
1567420090849,2019-09-02T03:28:10.849,0.223,-0.938,0.037,0.273
1567420090849,2019-09-02T03:28:10.849,0.223,-0.967,0.064,0.257
1567420090886,2019-09-02T03:28:10.886,0.260,-0.984,0.088,0.248
1567420090886,2019-09-02T03:28:10.886,0.260,-0.962,0.103,0.260
1567420090886,2019-09-02T03:28:10.886,0.260,-0.921,0.086,0.278
1567420090923,2019-09-02T03:28:10.923,0.297,-0.905,0.067,0.296
1567420090923,2019-09-02T03:28:10.923,0.297,-0.889,0.043,0.322
1567420090923,2019-09-02T03:28:10.923,0.297,-0.870,0.018,0.354
1567420090960,2019-09-02T03:28:10.960,0.334,-0.849,-0.006,0.383
1567420090960,2019-09-02T03:28:10.960,0.334,-0.855,-0.000,0.389
1567420090960,2019-09-02T03:28:10.960,0.334,-0.881,0.036,0.380
1567420090996,2019-09-02T03:28:10.996,0.370,-0.965,0.073,0.356
1567420090996,2019-09-02T03:28:10.996,0.370,-0.976,0.068,0.323
1567420090996,2019-09-02T03:28:10.996,0.370,-0.943,0.052,0.366
1567420091034,2019-09-02T03:28:11.034,0.408,-0.887,0.025,0.397
1567420091034,2019-09-02T03:28:11.034,0.408,-0.879,0.007,0.421
1567420091034,2019-09-02T03:28:11.034,0.408,-0.841,-0.008,0.469
1567420091082,2019-09-02T03:28:11.082,0.456,-0.778,-0.034,0.522
1567420091082,2019-09-02T03:28:11.082,0.456,-0.753,-0.041,0.553
1567420091082,2019-09-02T03:28:11.082,0.456,-0.794,-0.040,0.529
1567420091119,2019-09-02T03:28:11.119,0.493,-0.851,-0.005,0.493
1567420091119,2019-09-02T03:28:11.119,0.493,-0.825,-0.001,0.502
