epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567420230794,2019-09-02T03:30:30.794,0.000,-0.610,-1.585,-1.829
1567420230794,2019-09-02T03:30:30.794,0.000,-0.244,-1.646,-1.463
1567420230794,2019-09-02T03:30:30.794,0.000,-0.305,-1.463,-1.037
1567420230893,2019-09-02T03:30:30.893,0.099,-0.732,-1.829,-0.976
1567420230893,2019-09-02T03:30:30.893,0.099,-1.037,-2.439,-1.280
1567420230893,2019-09-02T03:30:30.893,0.099,-1.220,-2.378,-1.768
1567420230946,2019-09-02T03:30:30.946,0.152,-1.463,-2.256,-2.378
1567420230946,2019-09-02T03:30:30.946,0.152,-1.890,-2.561,-3.110
1567420230946,2019-09-02T03:30:30.946,0.152,-2.012,-2.378,-3.780
1567420231012,2019-09-02T03:30:31.012,0.218,-2.317,-1.951,-4.146
1567420231012,2019-09-02T03:30:31.012,0.218,-2.500,-2.073,-4.085
1567420231012,2019-09-02T03:30:31.012,0.218,-2.378,-2.073,-3.598
1567420231055,2019-09-02T03:30:31.055,0.261,-2.317,-2.683,-3.293
1567420231055,2019-09-02T03:30:31.055,0.261,-2.134,-4.207,-3.415
1567420231055,2019-09-02T03:30:31.055,0.261,-2.012,-5.305,-3.841
1567420231087,2019-09-02T03:30:31.087,0.293,-1.707,-5.976,-4.390
1567420231087,2019-09-02T03:30:31.087,0.293,-0.732,-5.976,-4.878
1567420231087,2019-09-02T03:30:31.087,0.293,0.244,-5.183,-5.488
1567420231139,2019-09-02T03:30:31.139,0.345,0.915,-4.451,-6.098
1567420231139,2019-09-02T03:30:31.139,0.345,1.341,-4.695,-7.012
1567420231139,2019-09-02T03:30:31.139,0.345,1.341,-5.305,-8.171
1567420231172,2019-09-02T03:30:31.172,0.378,1.159,-5.061,-9.024
1567420231172,2019-09-02T03:30:31.172,0.378,1.341,-4.756,-9.512
1567420231172,2019-09-02T03:30:31.172,0.378,0.854,-4.939,-10.122
1567420231229,2019-09-02T03:30:31.229,0.435,0.244,-5.000,-10.488
1567420231229,2019-09-02T03:30:31.229,0.435,-0.427,-4.573,-10.122
1567420231229,2019-09-02T03:30:31.229,0.435,-2.134,-5.366,-9.451
1567420231271,2019-09-02T03:30:31.271,0.477,-3.720,-6.463,-8.537
1567420231271,2019-09-02T03:30:31.271,0.477,-5.244,-5.488,-7.744
1567420231271,2019-09-02T03:30:31.271,0.477,-6.890,-5.183,-7.744
1567420231303,2019-09-02T03:30:31.303,0.509,-7.744,-6.341,-7.683
1567420231303,2019-09-02T03:30:31.303,0.509,-7.134,-7.134,-6.951
1567420231303,2019-09-02T03:30:31.303,0.509,-6.280,-6.159,-6.463
1567420231369,2019-09-02T03:30:31.369,0.575,-4.573,-5.427,-5.610
1567420231369,2019-09-02T03:30:31.369,0.575,-2.378,-5.671,-5.000
1567420231369,2019-09-02T03:30:31.369,0.575,-0.366,-5.305,-4.512
1567420231411,2019-09-02T03:30:31.411,0.617,1.037,-4.451,-4.268
1567420231411,2019-09-02T03:30:31.411,0.617,1.890,-4.146,-4.146
1567420231411,2019-09-02T03:30:31.411,0.617,0.915,-4.451,-3.232
1567420231453,2019-09-02T03:30:31.453,0.659,-4.085,-4.512,-1.829
1567420231453,2019-09-02T03:30:31.453,0.659,-6.829,-3.537,3.598
1567420231453,2019-09-02T03:30:31.453,0.659,2.256,7.500,15.122
1567420231492,2019-09-02T03:30:31.492,0.698,16.951,68.110,25.854
1567420231492,2019-09-02T03:30:31.492,0.698,47.805,109.207,48.659
1567420231492,2019-09-02T03:30:31.492,0.698,64.390,101.159,64.146
1567420231530,2019-09-02T03:30:31.530,0.736,83.780,35.854,39.512
1567420231530,2019-09-02T03:30:31.530,0.736,94.451,-16.341,30.549
1567420231530,2019-09-02T03:30:31.530,0.736,105.183,-18.902,11.159
1567420231571,2019-09-02T03:30:31.571,0.777,107.256,4.268,-15.610
1567420231571,2019-09-02T03:30:31.571,0.777,100.488,49.207,-27.866
1567420231571,2019-09-02T03:30:31.571,0.777,89.451,44.756,-40.793
1567420231615,2019-09-02T03:30:31.615,0.821,72.744,-16.768,-52.622
1567420231615,2019-09-02T03:30:31.615,0.821,52.073,-61.585,-63.415
1567420231615,2019-09-02T03:30:31.615,0.821,31.280,-48.902,-67.378
1567420231669,2019-09-02T03:30:31.669,0.875,15.671,-13.841,-52.866
1567420231669,2019-09-02T03:30:31.669,0.875,7.439,-6.768,-34.390
1567420231669,2019-09-02T03:30:31.669,0.875,4.329,-30.183,-25.854
1567420231726,2019-09-02T03:30:31.726,0.932,2.744,-41.280,-21.646
1567420231726,2019-09-02T03:30:31.726,0.932,0.732,-23.049,-13.415
