epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567418728016,2019-09-02T03:05:28.016,0.000,-0.244,-1.463,-0.061
1567418728016,2019-09-02T03:05:28.016,0.000,-0.305,-1.220,0.183
1567418728016,2019-09-02T03:05:28.016,0.000,-0.305,-0.793,0.366
1567418728083,2019-09-02T03:05:28.083,0.067,-0.488,-0.610,0.244
1567418728083,2019-09-02T03:05:28.083,0.067,-0.610,-1.159,0.427
1567418728083,2019-09-02T03:05:28.083,0.067,-0.549,-0.915,0.610
1567418728133,2019-09-02T03:05:28.133,0.117,-0.305,-0.366,0.488
1567418728133,2019-09-02T03:05:28.133,0.117,-0.183,0.244,0.610
1567418728133,2019-09-02T03:05:28.133,0.117,-0.061,-0.610,0.427
1567418728194,2019-09-02T03:05:28.194,0.178,0.122,-1.159,0.244
1567418728194,2019-09-02T03:05:28.194,0.178,0.000,-0.732,0.427
1567418728194,2019-09-02T03:05:28.194,0.178,-0.061,-0.610,0.732
1567418728213,2019-09-02T03:05:28.213,0.197,0.000,-0.976,0.915
1567418728213,2019-09-02T03:05:28.213,0.197,0.061,-1.098,0.732
1567418728213,2019-09-02T03:05:28.213,0.197,-0.061,-1.098,0.549
1567418728252,2019-09-02T03:05:28.252,0.236,-0.183,-1.341,0.427
1567418728252,2019-09-02T03:05:28.252,0.236,-0.183,-1.037,0.488
1567418728252,2019-09-02T03:05:28.252,0.236,-0.183,-0.976,0.488
1567418728289,2019-09-02T03:05:28.289,0.273,-0.244,-0.549,0.671
1567418728289,2019-09-02T03:05:28.289,0.273,-0.366,-0.488,0.671
1567418728289,2019-09-02T03:05:28.289,0.273,-0.610,-1.159,0.671
1567418728335,2019-09-02T03:05:28.335,0.319,-0.793,-1.707,0.915
1567418728335,2019-09-02T03:05:28.335,0.319,-0.915,-1.829,0.915
1567418728335,2019-09-02T03:05:28.335,0.319,-1.037,-1.463,1.098
1567418728382,2019-09-02T03:05:28.382,0.366,-1.220,-1.524,1.220
1567418728382,2019-09-02T03:05:28.382,0.366,-1.402,-2.134,1.098
1567418728382,2019-09-02T03:05:28.382,0.366,-1.220,-3.415,1.098
1567418728433,2019-09-02T03:05:28.433,0.417,-0.549,-5.732,1.341
1567418728433,2019-09-02T03:05:28.433,0.417,0.793,-9.329,2.500
1567418728433,2019-09-02T03:05:28.433,0.417,3.110,-9.329,3.720
1567418728474,2019-09-02T03:05:28.474,0.458,6.463,4.024,7.683
1567418728474,2019-09-02T03:05:28.474,0.458,5.549,42.805,13.476
1567418728474,2019-09-02T03:05:28.474,0.458,16.098,85.671,30.061
1567418728516,2019-09-02T03:05:28.516,0.500,47.378,74.634,51.220
1567418728516,2019-09-02T03:05:28.516,0.500,83.293,7.927,64.634
1567418728516,2019-09-02T03:05:28.516,0.500,107.866,-58.171,68.963
1567418728557,2019-09-02T03:05:28.557,0.541,116.341,-72.195,75.976
1567418728557,2019-09-02T03:05:28.557,0.541,113.110,-44.024,82.439
1567418728557,2019-09-02T03:05:28.557,0.541,98.720,-16.646,88.354
1567418728607,2019-09-02T03:05:28.607,0.591,75.244,1.829,100.915
1567418728607,2019-09-02T03:05:28.607,0.591,46.768,-5.671,108.354
1567418728607,2019-09-02T03:05:28.607,0.591,17.805,-36.220,110.854
1567418728640,2019-09-02T03:05:28.640,0.624,-12.866,-65.061,110.061
1567418728640,2019-09-02T03:05:28.640,0.624,-44.451,-87.500,98.598
1567418728640,2019-09-02T03:05:28.640,0.624,-76.768,-105.122,80.854
1567418728681,2019-09-02T03:05:28.681,0.665,-109.207,-119.573,57.378
1567418728681,2019-09-02T03:05:28.681,0.665,-141.402,-125.244,36.829
1567418728681,2019-09-02T03:05:28.681,0.665,-168.720,-116.402,17.073
1567418728726,2019-09-02T03:05:28.726,0.710,-186.280,-110.366,-6.646
1567418728726,2019-09-02T03:05:28.726,0.710,-197.988,-127.378,-28.293
1567418728726,2019-09-02T03:05:28.726,0.710,-207.927,-149.634,-41.280
1567418728771,2019-09-02T03:05:28.771,0.755,-206.341,-142.927,-48.537
1567418728771,2019-09-02T03:05:28.771,0.755,-188.720,-99.817,-44.024
1567418728771,2019-09-02T03:05:28.771,0.755,-161.037,-58.598,-36.951
1567418728811,2019-09-02T03:05:28.811,0.795,-131.463,-45.122,-38.415
1567418728811,2019-09-02T03:05:28.811,0.795,-106.098,-48.110,-36.524
1567418728811,2019-09-02T03:05:28.811,0.795,-79.634,-49.207,-29.024
1567418728870,2019-09-02T03:05:28.870,0.854,-47.744,-37.988,-19.085
1567418728870,2019-09-02T03:05:28.870,0.854,-16.037,6.768,-8.415
1567418728870,2019-09-02T03:05:28.870,0.854,36.341,81.707,9.939
1567418728918,2019-09-02T03:05:28.918,0.902,57.744,115.549,29.634
1567418728918,2019-09-02T03:05:28.918,0.902,66.341,127.805,33.659
1567418728918,2019-09-02T03:05:28.918,0.902,77.744,90.427,40.610
1567418728961,2019-09-02T03:05:28.961,0.945,70.061,84.695,53.963
1567418728961,2019-09-02T03:05:28.961,0.945,67.866,130.305,59.146
1567418728961,2019-09-02T03:05:28.961,0.945,70.183,141.707,65.183
1567418729002,2019-09-02T03:05:29.002,0.986,58.720,85.427,72.622
1567418729002,2019-09-02T03:05:29.002,0.986,43.171,12.134,75.976
1567418729002,2019-09-02T03:05:29.002,0.986,38.415,0.366,69.756
1567418729045,2019-09-02T03:05:29.045,1.029,50.854,23.354,72.988
1567418729045,2019-09-02T03:05:29.045,1.029,48.902,20.549,79.939
1567418729045,2019-09-02T03:05:29.045,1.029,37.317,24.512,82.988
1567418729108,2019-09-02T03:05:29.108,1.092,27.195,42.378,84.512
1567418729108,2019-09-02T03:05:29.108,1.092,17.256,39.817,82.012
1567418729108,2019-09-02T03:05:29.108,1.092,11.524,37.683,77.134
1567418729165,2019-09-02T03:05:29.165,1.149,6.707,45.305,70.732
1567418729165,2019-09-02T03:05:29.165,1.149,3.049,40.244,61.585
1567418729165,2019-09-02T03:05:29.165,1.149,0.061,31.159,53.232
1567418729215,2019-09-02T03:05:29.215,1.199,-3.232,22.134,46.341
1567418729215,2019-09-02T03:05:29.215,1.199,-5.366,5.305,43.354
1567418729215,2019-09-02T03:05:29.215,1.199,-7.317,-14.146,41.524
1567418729255,2019-09-02T03:05:29.255,1.239,-12.195,-19.512,38.780
1567418729255,2019-09-02T03:05:29.255,1.239,-23.354,-23.171,40.427
1567418729255,2019-09-02T03:05:29.255,1.239,-41.037,-28.354,49.695
1567418729297,2019-09-02T03:05:29.297,1.281,-65.732,-30.671,63.902
1567418729297,2019-09-02T03:05:29.297,1.281,-90.854,-34.817,75.122
1567418729297,2019-09-02T03:05:29.297,1.281,-107.012,-61.707,79.573
1567418729338,2019-09-02T03:05:29.338,1.322,-116.585,-104.695,71.768
1567418729338,2019-09-02T03:05:29.338,1.322,-125.000,-113.780,52.012
1567418729338,2019-09-02T03:05:29.338,1.322,-127.256,-100.976,27.012
1567418729377,2019-09-02T03:05:29.377,1.361,-120.671,-120.732,5.244
1567418729377,2019-09-02T03:05:29.377,1.361,-141.402,-153.902,-5.854
1567418729377,2019-09-02T03:05:29.377,1.361,-157.622,-146.341,-9.512
1567418729423,2019-09-02T03:05:29.423,1.407,-165.305,-78.598,-2.317
1567418729423,2019-09-02T03:05:29.423,1.407,-173.232,37.622,20.732
1567418729423,2019-09-02T03:05:29.423,1.407,-139.268,49.207,-0.976
1567418729474,2019-09-02T03:05:29.474,1.458,-104.268,-13.232,-17.378
1567418729474,2019-09-02T03:05:29.474,1.458,-65.183,-12.500,-0.061
1567418729474,2019-09-02T03:05:29.474,1.458,-24.085,20.366,5.000
1567418729536,2019-09-02T03:05:29.536,1.520,0.732,35.671,-9.634
1567418729536,2019-09-02T03:05:29.536,1.520,24.207,46.220,-20.549
1567418729536,2019-09-02T03:05:29.536,1.520,46.463,70.366,-26.951
1567418729579,2019-09-02T03:05:29.579,1.563,75.244,93.963,-36.341
1567418729579,2019-09-02T03:05:29.579,1.563,95.549,110.000,-38.354
1567418729579,2019-09-02T03:05:29.579,1.563,114.085,123.659,-34.085
1567418729618,2019-09-02T03:05:29.618,1.602,126.341,110.915,-24.268
1567418729618,2019-09-02T03:05:29.618,1.602,135.549,100.366,-4.695
1567418729618,2019-09-02T03:05:29.618,1.602,138.476,75.793,8.598
1567418729676,2019-09-02T03:05:29.676,1.660,124.390,31.098,9.695
1567418729676,2019-09-02T03:05:29.676,1.660,109.085,-8.841,5.671
1567418729676,2019-09-02T03:05:29.676,1.660,92.500,-36.037,2.744
1567418729727,2019-09-02T03:05:29.727,1.711,79.634,-35.122,-2.378
1567418729727,2019-09-02T03:05:29.727,1.711,71.220,-12.256,-5.854
1567418729727,2019-09-02T03:05:29.727,1.711,63.780,15.915,-4.939
1567418729785,2019-09-02T03:05:29.785,1.769,55.671,34.451,-2.439
1567418729785,2019-09-02T03:05:29.785,1.769,41.890,36.280,0.854
