 1574414502954.0000,0.0583,0.0577,-0.0925,4.2683,13.4756,-29.2073
 1574414503235.0000,0.0586,0.0599,-0.0920,5.1220,17.6220,-26.3415
 1574414503236.0000,0.0591,0.0594,-0.0914,5.0610,19.6951,-23.4146
 1574414503243.0000,0.0601,0.0602,-0.0915,3.5976,21.0976,-22.7439
 1574414503245.0000,0.0609,0.0610,-0.0919,3.1707,22.1341,-22.1951
 1574414503245.0000,0.0616,0.0602,-0.0928,4.3293,23.1707,-20.1829
 1574414503246.0000,0.0615,0.0587,-0.0930,6.4634,23.2317,-17.5610
 1574414503247.0000,0.0622,0.0580,-0.0928,9.8780,22.8659,-14.8171
 1574414503248.0000,0.0628,0.0582,-0.0928,15.3049,22.9268,-11.9512
 1574414503249.0000,0.0632,0.0603,-0.0911,22.0732,24.1463,-8.4146
 1574414503250.0000,0.0628,0.0602,-0.0897,27.6829,25.0610,-3.7805
 1574414503250.0000,0.0634,0.0595,-0.0894,29.0854,24.2683,-0.8537
 1574414503251.0000,0.0640,0.0594,-0.0916,27.6829,22.1951,-0.4268
 1574414503251.0000,0.0641,0.0607,-0.0918,27.1341,20.9146,0.0610
 1574414503252.0000,0.0655,0.0590,-0.0928,29.1463,21.6463,2.3780
 1574414503253.0000,0.0674,0.0577,-0.0936,31.7683,23.4756,5.1829
 1574414503254.0000,0.0670,0.0582,-0.0934,35.0610,23.8415,9.6341
 1574414503254.0000,0.0671,0.0577,-0.0933,39.1463,23.9024,15.4268
 1574414503255.0000,0.0686,0.0565,-0.0942,43.2927,25.6707,19.8171
 1574414503256.0000,0.0681,0.0575,-0.0928,47.4390,27.6220,23.2317
 1574414503256.0000,0.0690,0.0558,-0.0911,50.9146,27.0732,27.3171
 1574414503257.0000,0.0709,0.0521,-0.0895,50.7317,24.3293,29.5122
 1574414503258.0000,0.0718,0.0491,-0.0873,48.5366,21.0366,30.7927
 1574414503258.0000,0.0727,0.0468,-0.0861,45.2439,17.4390,32.6829
 1574414503259.0000,0.0721,0.0453,-0.0852,40.9756,14.0854,36.1585
 1574414503260.0000,0.0704,0.0432,-0.0846,37.6829,11.4024,40.8537
 1574414503269.0000,0.0684,0.0412,-0.0842,35.4878,8.8415,43.4146
 1574414503270.0000,0.0693,0.0388,-0.0827,34.4512,6.7683,42.3171
 1574414503271.0000,0.0710,0.0344,-0.0828,34.9390,4.4512,39.0854
 1574414503272.0000,0.0724,0.0320,-0.0817,34.7561,2.6829,35.6098
 1574414503273.0000,0.0728,0.0303,-0.0812,35.3659,0.6707,32.9268
 1574414503273.0000,0.0725,0.0298,-0.0814,33.9634,-2.1341,31.4024
 1574414503274.0000,0.0725,0.0300,-0.0806,32.5610,-5.5488,30.3049
 1574414503275.0000,0.0728,0.0293,-0.0823,31.1585,-8.4146,27.6829
 1574414503275.0000,0.0725,0.0314,-0.0865,27.6220,-10.3049,24.0244
 1574414503276.0000,0.0719,0.0338,-0.0934,23.9024,-11.8293,20.9756
 1574414503277.0000,0.0714,0.0366,-0.1021,21.2805,-14.4512,17.5610
 1574414503313.0000,0.0696,0.0374,-0.1113,21.9512,-18.2317,14.2683
 1574414503314.0000,0.0668,0.0391,-0.1175,26.0366,-23.9024,10.7927
 1574414503315.0000,0.0657,0.0399,-0.1208,33.5976,-32.1951,5.8537
 1574414503316.0000,0.0634,0.0394,-0.1236,41.9512,-39.2683,-0.9146
 1574414503317.0000,0.0620,0.0385,-0.1241,49.5122,-44.2073,-7.6220
 1574414503358.0000,0.0591,0.0326,-0.1237,54.6341,-49.1463,-12.7439
 1574414503359.0000,0.0453,0.0349,-0.1204,57.0732,-50.9146,-17.8049
 1574414503360.0000,0.0430,0.0318,-0.1154,58.1098,-52.4390,-19.7561
 1574414503361.0000,0.0362,0.0248,-0.1138,50.4268,-53.4146,-22.1951
