0,1,2,3,4,5,6
1574147405951.0,0.0564,-0.0563,0.097,37.9878,-66.3415,18.7195
1574147405993.0,0.0624,-0.0538,0.1011,35.4268,-60.2439,15.122
1574147405994.0,0.0641,-0.0524,0.1043,32.8049,-52.8049,11.8293
1574147405994.0,0.069,-0.0513,0.1046,30.9146,-43.5976,7.0122
1574147405995.0,0.0748,-0.0498,0.1052,29.6341,-35.4268,2.9878
1574147405996.0,0.0758,-0.0515,0.1058,26.2195,-28.4756,1.2805
1574147406038.0,0.0742,-0.053,0.1059,23.5976,-21.0366,-0.8537
1574147406039.0,0.0731,-0.0536,0.1055,21.5854,-14.3293,-3.1098
1574147406039.0,0.0758,-0.0544,0.1047,19.3902,-10.5488,-4.8171
1574147406040.0,0.0758,-0.0529,0.1014,17.0732,-9.8171,-6.4024
1574147406083.0,0.0709,-0.0516,0.0947,15.7927,-10.3049,-8.2927
1574147406084.0,0.0683,-0.0519,0.0909,14.0854,-12.1341,-10.3049
1574147406085.0,0.0695,-0.0538,0.0899,10.9756,-15.6098,-11.1585
1574147406086.0,0.0731,-0.0549,0.0913,8.6585,-20.2439,-12.9268
1574147406087.0,0.0778,-0.0538,0.0909,6.7073,-24.3902,-15.4878
1574147406128.0,0.0807,-0.0522,0.0908,4.878,-27.378,-14.3902
1574147406129.0,0.0837,-0.0536,0.092,3.6585,-29.3902,-13.4756
1574147406129.0,0.088,-0.0549,0.0958,2.439,-29.1463,-14.3902
1574147406130.0,0.0934,-0.0544,0.0975,1.5854,-24.6341,-14.8171
1574147406173.0,0.091,-0.0522,0.0963,0.6707,-17.1951,-13.5976
1574147406174.0,0.0854,-0.0516,0.0933,1.0366,-10.2439,-12.5
1574147406175.0,0.0825,-0.0523,0.0901,0.3049,-5.9146,-12.1951
1574147406176.0,0.0817,-0.053,0.0863,-1.3415,-4.939,-11.7683
1574147406176.0,0.0806,-0.0531,0.0829,-2.6829,-5.9756,-11.8902
1574147406219.0,0.0817,-0.0525,0.0814,-3.8415,-8.2317,-11.5854
1574147406220.0,0.0853,-0.0519,0.0824,-6.0366,-11.7073,-10.6098
1574147406220.0,0.0909,-0.0526,0.0839,-8.5366,-14.878,-9.939
1574147406221.0,0.0932,-0.0527,0.0847,-10.2439,-15.7927,-9.3902
1574147406263.0,0.0903,-0.0521,0.0842,-10.7317,-14.5732,-8.7195
1574147406264.0,0.0878,-0.0519,0.0847,-10.8537,-12.561,-8.4756
1574147406265.0,0.0884,-0.0519,0.0843,-11.4634,-11.5244,-8.5976
1574147406266.0,0.0889,-0.0519,0.0818,-12.7439,-11.4024,-7.9878
1574147406266.0,0.0883,-0.053,0.0809,-13.1707,-11.5854,-7.5
1574147406308.0,0.0902,-0.0537,0.0809,-13.5366,-11.3415,-7.561
1574147406309.0,0.0941,-0.053,0.0825,-14.5732,-10.1829,-7.378
1574147406310.0,0.0977,-0.0521,0.084,-15.6098,-8.1098,-7.0122
1574147406311.0,0.0993,-0.05,0.0841,-15.9146,-4.6951,-6.5854
1574147406312.0,0.0987,-0.0493,0.084,-15.7927,-1.4634,-5.6098
1574147406353.0,0.097,-0.049,0.0842,-16.0976,-0.6098,-4.5732
1574147406354.0,0.094,-0.048,0.0825,-17.0122,-1.8293,-3.4756
1574147406355.0,0.09,-0.0471,0.0803,-17.9268,-4.878,-2.2561
1574147406356.0,0.0888,-0.0467,0.0787,-19.1463,-10.2439,-1.4634
1574147406399.0,0.0891,-0.0464,0.0775,-21.0366,-16.7683,-0.9146
1574147406401.0,0.0881,-0.0472,0.0754,-22.8659,-22.6829,-0.7317
1574147406402.0,0.0859,-0.0482,0.0735,-23.3537,-24.6951,-0.9756
1574147406403.0,0.0831,-0.0491,0.0707,-22.7439,-24.0854,-1.5854
1574147406404.0,0.081,-0.0499,0.0691,-22.1951,-23.2927,-2.3171
1574147406443.0,0.0829,-0.0521,0.0685,-21.7683,-23.5366,-3.8415
1574147406444.0,0.0861,-0.0539,0.0672,-22.0732,-23.5366,-5.3659
1574147406444.0,0.0864,-0.0552,0.0646,-21.6463,-22.0732,-6.2805
1574147406445.0,0.081,-0.0567,0.0606,-20.061,-19.878,-7.9878
1574147406488.0,0.0759,-0.0577,0.057,-17.1951,-19.5122,-10.3659
1574147406489.0,0.0764,-0.0601,0.0547,-15.7927,-22.561,-12.9268
1574147406489.0,0.0779,-0.062,0.0532,-15.7317,-28.9634,-15.0
1574147406490.0,0.0814,-0.0639,0.0533,-15.061,-36.7073,-16.9512
1574147406491.0,0.0894,-0.0649,0.0563,-13.0488,-43.7805,-19.3293
1574147406533.0,0.1008,-0.0664,0.0581,-12.5,-50.061,-20.7927
1574147406534.0,0.103,-0.0681,0.059,-13.7805,-49.8781,-20.3659
1574147406534.0,0.0948,-0.0679,0.0579,-9.939,-39.878,-19.939
1574147406535.0,0.0862,-0.0684,0.0559,-4.3293,-27.6829,-21.0976
1574147406578.0,0.0865,-0.0715,0.0573,-1.3415,-22.561,-22.6829
1574147406579.0,0.0934,-0.0734,0.0609,-0.7927,-21.9512,-23.0488
1574147406579.0,0.1018,-0.0715,0.0663,0.6707,-19.8171,-21.2805
1574147406580.0,0.1119,-0.0729,0.0743,2.9268,-11.1585,-19.5732
1574147406581.0,0.1196,-0.0706,0.0742,7.9268,6.0976,-16.5244
1574147406623.0,0.1241,-0.0619,0.0663,20.5488,34.1463,-12.1341
1574147406624.0,0.1225,-0.0646,0.0646,26.3415,69.2073,-8.1707
1574147406624.0,0.1151,-0.068,0.0629,25.4878,100.061,-0.9146
1574147406625.0,0.1084,-0.0706,0.0674,27.6829,120.0,9.878
1574147406713.0,0.1104,-0.0732,0.0734,30.9756,126.9512,19.2683
1574147406714.0,0.1126,-0.0654,0.076,36.0976,129.7561,27.0122
1574147406714.0,0.1043,-0.0598,0.0784,39.5122,137.2561,32.378
1574147406715.0,0.0954,-0.0589,0.0803,41.8902,140.2439,36.2195
1574147406716.0,0.0892,-0.0547,0.0823,42.7439,122.6829,40.9146
1574147406716.0,0.0846,-0.0538,0.0847,39.1463,88.7805,45.2439
1574147406717.0,0.0806,-0.0566,0.0881,33.8415,55.2439,48.1707
1574147406717.0,0.0773,-0.0617,0.0937,31.5854,32.1341,50.6707
1574147406718.0,0.0764,-0.0628,0.0948,32.439,21.6463,51.5854
1574147406719.0,0.0723,-0.0546,0.0914,39.6951,21.8293,50.1829
1574147406758.0,0.0695,-0.0549,0.0879,40.7927,31.4024,46.4634
1574147406759.0,0.0726,-0.0565,0.0831,36.5244,46.5854,46.9512
1574147406759.0,0.0729,-0.0576,0.0786,36.1585,63.1098,50.122
1574147406760.0,0.0613,-0.058,0.0751,38.7195,77.8659,51.7073
1574147406803.0,0.0447,-0.0576,0.0751,43.1707,86.9512,53.2317
1574147406804.0,0.0372,-0.0581,0.0832,45.7317,81.1585,52.1951
1574147406804.0,0.0446,-0.0585,0.0908,43.2927,60.3659,48.5366
1574147406805.0,0.0569,-0.0624,0.097,37.561,30.7317,47.3781
1574147406806.0,0.0679,-0.072,0.1013,30.2439,0.2439,48.4756
1574147406848.0,0.0684,-0.0772,0.0959,25.0,-15.9146,47.622
1574147406850.0,0.0558,-0.0688,0.0831,30.6098,-14.4512,41.5854
1574147406851.0,0.0502,-0.063,0.0746,36.5854,-6.8902,33.4756
1574147406852.0,0.0545,-0.0596,0.0747,36.2195,-2.7439,29.8171
1574147406893.0,0.0532,-0.0594,0.0811,33.5366,0.7927,29.939
1574147406895.0,0.0443,-0.0583,0.0889,35.2439,7.622,27.9268
1574147406895.0,0.0357,-0.0548,0.0971,38.2927,6.4024,25.9756
1574147406896.0,0.0403,-0.0532,0.1046,36.8293,-11.4024,23.6585
1574147406897.0,0.053,-0.0473,0.1077,31.1585,-43.0488,17.8049
1574147406938.0,0.0641,-0.0411,0.1113,23.9634,-76.5244,11.1585
1574147406939.0,0.0739,-0.0408,0.1107,17.0122,-98.1098,2.3171
1574147406940.0,0.0728,-0.039,0.1065,13.4756,-101.7683,-6.4634
1574147406941.0,0.0588,-0.0341,0.0957,15.4878,-91.5854,-13.9634
1574147406983.0,0.0435,-0.0263,0.0835,22.0122,-81.6463,-20.4878
1574147406984.0,0.0425,-0.0197,0.0802,26.0976,-82.561,-29.3902
1574147406985.0,0.0499,-0.011,0.0959,23.2927,-89.2683,-40.4268
1574147406986.0,0.0672,0.0006,0.111,19.2683,-105.5488,-50.5488
1574147406987.0,0.084,0.0093,0.1099,9.6341,-132.439,-55.9756
1574147407028.0,0.0963,0.0062,0.0879,-0.7317,-159.4512,-60.4268
1574147407029.0,0.0977,0.0067,0.0888,-7.439,-177.0732,-65.9756
1574147407030.0,0.1073,-0.0076,0.0924,-9.3902,-192.6219,-66.5244
1574147407031.0,0.1578,-0.0174,0.0969,-26.9512,-195.8537,-57.1341
1574147407032.0,0.17,-0.0106,0.1089,-39.4512,-182.2561,-37.5
1574147407074.0,0.1413,-0.0191,0.0922,-41.4634,-149.0244,-23.2927
1574147407075.0,0.108,-0.0198,0.083,-38.5366,-115.0,-27.6829
1574147407075.0,0.0896,-0.0192,0.0789,-40.1829,-121.2195,-33.6585
1574147407076.0,0.095,-0.027,0.0723,-45.1829,-147.2561,-32.0732
1574147407119.0,0.1141,-0.0359,0.0662,-50.6707,-170.4268,-25.061
1574147407120.0,0.1273,-0.0426,0.0577,-51.9512,-171.3415,-17.5
1574147407120.0,0.1163,-0.0471,0.0425,-48.8415,-138.1098,-13.4756
1574147407121.0,0.0954,-0.0453,0.028,-41.2195,-86.5244,-17.0122
1574147407122.0,0.0867,-0.0386,0.0247,-25.3049,-36.4024,-24.5122
1574147407163.0,0.0943,-0.0329,0.0196,-11.8293,-11.0366,-29.0854
1574147407164.0,0.0989,-0.0303,0.0221,-1.7073,-10.5488,-31.2805
1574147407164.0,0.1008,-0.0322,0.0303,5.7317,-22.1951,-32.2561
1574147407165.0,0.1048,-0.0317,0.032,10.6098,-35.122,-35.2439
1574147407208.0,0.1193,-0.0324,0.0365,16.0976,-46.5854,-36.0976
1574147407209.0,0.1429,-0.0319,0.0491,17.1951,-55.6707,-35.8537
1574147407209.0,0.1737,-0.0294,0.0576,15.3049,-53.5976,-32.0122
1574147407210.0,0.1832,-0.0295,0.053,14.1463,-27.7439,-20.4268
1574147407211.0,0.1571,-0.0349,0.0388,14.6951,7.0122,-5.061
1574147407253.0,0.1205,-0.0431,0.0269,13.0488,21.5244,2.561
1574147407255.0,0.1042,-0.0475,0.025,12.1341,13.6585,1.4024
1574147407255.0,0.0982,-0.0417,0.0306,13.2317,-5.122,-1.3415
1574147407256.0,0.1002,-0.0372,0.034,14.3902,-20.7927,-5.6707
1574147407299.0,0.1175,-0.0373,0.0341,15.7927,-20.9146,-8.1098
1574147407300.0,0.1354,-0.0369,0.0375,20.122,-7.561,-4.3902
1574147407301.0,0.1328,-0.0394,0.0399,22.1951,11.0366,0.7927
1574147407302.0,0.1175,-0.0428,0.0388,19.8171,34.2073,-1.7073
1574147407303.0,0.1053,-0.0397,0.0405,20.6707,55.9146,-5.4878
1574147407344.0,0.0993,-0.0312,0.0527,23.2317,62.0122,-3.7195
1574147407345.0,0.0984,-0.0268,0.0678,21.5244,51.5854,0.061
1574147407346.0,0.1041,-0.0251,0.0773,13.9024,28.7195,0.4878
1574147407346.0,0.111,-0.0231,0.0848,5.9146,3.2927,0.3049
1574147407347.0,0.1096,-0.0231,0.0816,-0.4268,-3.8415,1.8902
1574147407388.0,0.1062,-0.0238,0.0685,-5.2439,6.2195,2.1951
1574147407390.0,0.1099,-0.0251,0.0577,-7.6829,6.6463,0.7317
1574147407391.0,0.1143,-0.0286,0.0541,-8.5366,-8.4756,-1.8902
1574147407392.0,0.1162,-0.0367,0.0465,-12.8049,-23.7195,-2.7439
1574147407434.0,0.1174,-0.045,0.0351,-15.8537,-21.8902,-1.7073
1574147407434.0,0.1151,-0.0469,0.0342,-11.8293,-9.7561,-0.4268
1574147407435.0,0.1214,-0.0469,0.0396,-7.7439,-2.0122,0.4268
1574147407436.0,0.13,-0.0474,0.0444,-5.9146,1.0976,0.4268
1574147407437.0,0.1328,-0.0509,0.0369,-4.5122,4.1463,-0.6707
1574147407478.0,0.1213,-0.0502,0.0276,-0.122,17.9878,-5.7927
1574147407480.0,0.1089,-0.0453,0.0311,8.3537,37.439,-8.3537
1574147407480.0,0.1039,-0.0371,0.0475,13.9024,43.2927,-6.5854
1574147407481.0,0.1058,-0.0294,0.0641,15.9146,30.5488,-3.9634
1574147407524.0,0.1085,-0.0298,0.0762,13.5366,19.3293,-4.5122
1574147407525.0,0.106,-0.0305,0.0772,10.2439,25.6707,-8.7195
1574147407526.0,0.1073,-0.0283,0.071,8.1707,36.7073,-9.2073
1574147407527.0,0.1088,-0.024,0.0701,7.9878,36.5244,-8.9024
1574147407528.0,0.1047,-0.024,0.0668,5.4878,32.378,-3.7805
1574147407568.0,0.1056,-0.0257,0.0636,3.9634,30.3049,-2.9878
1574147407570.0,0.1049,-0.0219,0.0593,3.1707,19.939,-7.8049
1574147407570.0,0.0994,-0.0189,0.059,2.378,9.6951,-11.0366
1574147407571.0,0.0999,-0.0201,0.0676,0.122,-1.9512,-8.4146
1574147407613.0,0.108,-0.021,0.0767,-4.6951,-22.3171,-2.5
1574147407615.0,0.12,-0.0225,0.0717,-5.7927,-27.1951,-4.3902
1574147407615.0,0.1237,-0.0267,0.0581,-4.3293,-13.4146,-7.5
1574147407616.0,0.1203,-0.0336,0.0464,-3.0488,-4.8171,-7.0122
1574147407617.0,0.1196,-0.0372,0.0345,-4.2683,-6.6463,-5.122
1574147407658.0,0.1194,-0.0317,0.0394,-2.0732,-7.378,-2.5
1574147407660.0,0.1263,-0.0287,0.0578,2.5,-6.4634,-2.3171
1574147407703.0,0.1374,-0.0255,0.0643,2.3171,-3.5976,-7.2561
1574147407705.0,0.1274,-0.0189,0.0504,1.7683,8.7195,-4.5732
1574147407705.0,0.1132,-0.0178,0.046,4.2683,25.6098,-1.3415
1574147407706.0,0.1012,-0.0222,0.0488,5.9146,38.4756,-4.878
1574147407707.0,0.0955,-0.027,0.0504,5.9756,44.0854,-3.4756
1574147407708.0,0.1006,-0.0292,0.0555,6.4024,39.5732,-0.7927
1574147407709.0,0.1011,-0.0312,0.0598,7.378,28.7805,-0.4878
1574147407748.0,0.1033,-0.0348,0.0604,5.4878,13.1098,-0.4268
1574147407749.0,0.105,-0.037,0.0616,1.7683,-0.3049,0.0
1574147407750.0,0.1097,-0.0378,0.0607,0.5488,-7.0122,0.6707
1574147407751.0,0.1221,-0.0377,0.0676,-0.9146,-9.2683,0.4878
1574147407752.0,0.1237,-0.0363,0.0668,-3.0488,-7.0122,0.9756
1574147407793.0,0.1111,-0.0357,0.0568,-0.7317,6.6463,0.7927
1574147407794.0,0.103,-0.0364,0.0528,1.8902,21.9512,-0.1829
1574147407794.0,0.1065,-0.0369,0.058,2.378,25.4268,-1.1585
1574147407795.0,0.1076,-0.034,0.0632,1.4634,20.4268,-0.4878
1574147407838.0,0.1022,-0.0309,0.0669,1.7073,16.0976,-0.061
1574147407839.0,0.1055,-0.0312,0.0664,1.7073,10.5488,-2.0122
1574147407839.0,0.1138,-0.0305,0.0714,-0.7927,-0.9146,-3.2317
1574147407840.0,0.1135,-0.0283,0.0726,-2.5,-7.2561,-2.561
1574147407841.0,0.1113,-0.0286,0.0648,-2.0122,-1.7073,-2.8659
1574147407883.0,0.1136,-0.0285,0.0637,-1.4024,5.9756,-1.0976
1574147407884.0,0.1119,-0.0294,0.0658,0.1829,12.0732,0.4268
1574147407884.0,0.1035,-0.0298,0.0646,2.0122,17.8659,0.0
1574147407885.0,0.1024,-0.0298,0.0626,3.2317,19.6341,-2.3171
1574147407928.0,0.108,-0.0291,0.0644,4.5122,16.8902,-3.7805
1574147407929.0,0.1171,-0.0285,0.0682,6.5244,17.0732,-2.622
1574147407929.0,0.1181,-0.0265,0.0677,7.378,23.4756,-1.1585
1574147407930.0,0.1071,-0.025,0.0631,8.0488,32.5,-0.1829
1574147407931.0,0.1074,-0.0274,0.0547,8.1707,39.2073,-0.6707
1574147407973.0,0.1165,-0.0283,0.0583,8.8415,36.8902,0.4268
1574147407974.0,0.1167,-0.0261,0.066,10.5488,30.0,2.8659
1574147407974.0,0.1073,-0.0251,0.0682,12.1951,32.1341,2.8659
1574147407975.0,0.0993,-0.0258,0.0668,11.8902,38.1098,2.8659
1574147408018.0,0.1013,-0.0274,0.0705,10.9756,37.622,3.2927
1574147408019.0,0.106,-0.0297,0.072,9.4512,33.2317,3.0488
1574147408020.0,0.1071,-0.0327,0.0699,8.1707,30.7927,2.7439
1574147408021.0,0.1099,-0.0345,0.0693,6.2805,25.061,3.4756
1574147408022.0,0.1082,-0.0331,0.0689,3.4756,18.9024,4.0244
1574147408063.0,0.109,-0.03,0.0698,3.1098,16.7683,2.9268
1574147408064.0,0.1064,-0.0259,0.068,2.7439,13.9634,2.9878
1574147408065.0,0.1079,-0.0263,0.068,2.1951,12.3171,3.1098
1574147408066.0,0.1078,-0.0245,0.0687,1.0976,17.561,4.5122
1574147408066.0,0.0982,-0.0242,0.0637,2.0732,27.9878,6.5854
1574147408109.0,0.0909,-0.029,0.0803,3.3537,35.7317,4.939
1574147408110.0,0.1003,-0.025,0.0804,1.7073,34.3902,2.7439
1574147408111.0,0.1092,-0.0239,0.0832,-1.9512,19.5732,4.0244
1574147408111.0,0.1015,-0.0249,0.0787,-4.0854,13.9634,4.5732
1574147408154.0,0.1036,-0.0329,0.066,-5.5488,16.6463,1.6463
1574147408155.0,0.1026,-0.0383,0.0592,-7.561,18.1707,2.439
1574147408156.0,0.1014,-0.041,0.0679,-5.122,24.0854,4.2073
1574147408156.0,0.1071,-0.0348,0.0771,-1.7683,31.4634,4.5122
1574147408157.0,0.106,-0.0274,0.082,0.6098,34.2073,4.878
1574147408198.0,0.0999,-0.0279,0.0817,2.0122,37.5,2.6829
1574147408199.0,0.1003,-0.0311,0.0786,0.4268,36.4024,1.2195
1574147408200.0,0.0992,-0.033,0.0771,-1.9512,28.2927,2.9878
1574147408201.0,0.096,-0.0347,0.0759,-2.8659,23.1707,2.7439
1574147408243.0,0.096,-0.0339,0.0757,-4.0854,23.7805,1.7073
1574147408244.0,0.0923,-0.0317,0.0754,-5.061,23.5366,4.0244
1574147408244.0,0.097,-0.0303,0.0779,-4.878,21.3415,3.7805
1574147408245.0,0.1061,-0.0281,0.0779,-5.1829,18.9634,3.2317
1574147408246.0,0.1064,-0.0284,0.0731,-4.939,21.0366,5.6707
1574147408288.0,0.101,-0.0302,0.0737,-2.0732,29.1463,6.1585
1574147408289.0,0.0963,-0.0292,0.0815,0.7927,33.2927,6.1585
1574147408290.0,0.0964,-0.0267,0.084,1.4634,32.0732,6.5854
1574147408290.0,0.0922,-0.0254,0.0834,2.0122,31.0976,7.1341
1574147408333.0,0.0832,-0.0278,0.0831,2.5,31.0366,6.5854
1574147408334.0,0.0868,-0.0298,0.09,2.1341,29.6951,4.5732
1574147408335.0,0.0942,-0.0258,0.0874,0.8537,25.3659,3.9024
1574147408336.0,0.089,-0.0262,0.0807,-0.122,18.9024,3.7805
1574147408336.0,0.084,-0.0306,0.071,0.3659,15.9756,2.2561
1574147408379.0,0.0888,-0.0339,0.0701,0.6707,10.9146,2.5
1574147408379.0,0.0892,-0.0332,0.0723,1.4024,6.9512,3.7195
1574147408380.0,0.0935,-0.0281,0.0724,3.1098,8.4756,2.8049
1574147408381.0,0.1005,-0.0251,0.0758,4.0244,10.2439,2.8659
1574147408381.0,0.1007,-0.0241,0.0791,5.2439,15.3049,3.6585
1574147408424.0,0.0952,-0.0258,0.0811,6.7683,21.5244,4.0854
1574147408424.0,0.0928,-0.0283,0.0797,6.9512,23.2927,3.7805
1574147408425.0,0.0934,-0.0291,0.0775,6.5244,20.6707,2.9878
1574147408426.0,0.0894,-0.0291,0.0754,7.0122,15.3049,4.5122
1574147408469.0,0.0851,-0.0278,0.0756,8.4146,9.0854,5.7317
1574147408470.0,0.0803,-0.0244,0.0745,8.3537,2.622,6.4634
1574147408471.0,0.0629,-0.019,0.0681,7.378,-5.5488,6.2805
1574147408472.0,0.0479,-0.0101,0.0722,7.439,-19.3902,2.0732
1574147408472.0,0.0574,0.0048,0.0883,6.2195,-47.2561,-3.7805
1574147408514.0,0.0816,0.0203,0.0989,0.7317,-84.6341,-4.939
1574147408515.0,0.1068,0.03,0.1076,-7.1341,-114.0854,-2.2561
1574147408516.0,0.1285,0.0242,0.1079,-24.0244,-129.939,1.0366
1574147408516.0,0.1435,0.0074,0.1013,-45.7317,-129.8171,-0.5488
1574147408559.0,0.1562,-0.0115,0.1094,-58.1098,-106.9512,-3.6585
1574147408560.0,0.1632,-0.0259,0.1193,-63.4756,-67.3171,-3.5366
1574147408560.0,0.16,-0.0308,0.1253,-70.9756,-26.9512,-2.9268
1574147408561.0,0.1559,-0.0356,0.1292,-77.439,27.5,-7.5
1574147408562.0,0.1347,-0.0328,0.1262,-79.2683,90.7317,-18.9024
1574147408604.0,0.103,-0.0334,0.1147,-84.0854,139.3293,-28.3537
1574147408605.0,0.0889,-0.0402,0.1141,-91.2805,166.2805,-36.5854
1574147408605.0,0.0964,-0.0466,0.1096,-95.6098,168.2317,-38.5366
1574147408606.0,0.1101,-0.057,0.0958,-99.2683,160.9146,-32.8049
1574147408649.0,0.1185,-0.066,0.0815,-93.6585,164.0854,-32.0122
1574147408650.0,0.1144,-0.0686,0.0718,-82.9878,175.3049,-35.4878
1574147408650.0,0.0978,-0.0731,0.0634,-72.1341,179.5122,-37.439
1574147408651.0,0.0685,-0.0746,0.0511,-61.0366,174.1463,-34.6341
1574147408651.0,0.045,-0.0723,0.0387,-48.4756,159.0854,-33.7195
1574147408694.0,0.0208,-0.069,0.0262,-39.6341,131.0976,-36.7073
1574147408695.0,-0.0056,-0.0593,0.0086,-30.8537,93.2317,-41.0366
1574147408696.0,0.0051,-0.0416,0.0074,-19.3902,48.8415,-45.6707
1574147408696.0,0.0294,-0.0327,0.0185,-13.6585,-2.2561,-43.1098
1574147408739.0,0.066,-0.0396,0.0502,-7.7439,-58.1098,-39.6341
1574147408740.0,0.1302,-0.0589,0.0738,-6.0976,-107.9878,-34.7561
1574147408740.0,0.157,-0.0646,0.0884,-15.6098,-129.8171,-17.0732
1574147408741.0,0.1387,-0.0622,0.0927,-11.4024,-100.4268,0.061
1574147408742.0,0.1185,-0.0616,0.0949,-1.2805,-55.122,-0.3049
1574147408784.0,0.1047,-0.0622,0.0893,-0.7317,-34.7561,-2.8659
1574147408785.0,0.0867,-0.0579,0.077,-2.1341,-37.561,-0.4878
1574147408785.0,0.0649,-0.0572,0.0682,1.6463,-55.3049,1.5244
1574147408786.0,0.0636,-0.0588,0.0543,2.6829,-88.8415,0.3049
1574147408787.0,0.079,-0.0484,0.043,2.1951,-123.5976,0.4878
1574147408829.0,0.0912,-0.0432,0.0439,9.0244,-143.1098,10.4878
1574147408830.0,0.0947,-0.0402,0.0496,11.4024,-154.0854,18.1707
1574147408831.0,0.0874,-0.0367,0.0553,7.1951,-157.3781,20.122
1574147408831.0,0.0893,-0.0392,0.059,8.7195,-152.7439,17.2561
1574147408873.0,0.1035,-0.0438,0.0585,10.8537,-145.7927,19.5732
1574147408874.0,0.1118,-0.0433,0.0541,9.0854,-140.6098,21.8902
1574147408875.0,0.0994,-0.0409,0.0477,10.4878,-133.4146,18.5366
1574147408876.0,0.0811,-0.0393,0.0405,13.5976,-125.7927,15.3659
1574147408877.0,0.0831,-0.0402,0.0411,15.7317,-121.8902,15.122
1574147408919.0,0.0953,-0.0424,0.0546,14.939,-124.3293,18.7805
1574147408919.0,0.1055,-0.0416,0.0557,12.622,-134.8781,21.1585
1574147408920.0,0.1127,-0.0427,0.0475,14.5122,-144.3293,21.7073
1574147408921.0,0.1232,-0.0483,0.0374,18.4756,-149.6951,20.061
1574147408963.0,0.1304,-0.0485,0.0415,19.5732,-153.4146,15.122
1574147408964.0,0.1286,-0.044,0.0505,19.6341,-149.8171,9.5732
