x-axis,y-axis,z-axis,xg-axis,yg-axis,zg-axis,activity
0.0192,-0.0871,1.0490000000000002,21.1585,11.2805,21.2805,1
-0.0504,-0.1395,1.0443,12.8659,17.378,12.561,1
-0.0386,-0.2013,1.0003,6.5854,9.878,1.6463,1
0.0659,-0.254,0.9856,1.6463,-1.9512,-9.939,1
0.2319,-0.2381,0.9998,-1.4634,-7.5,-19.7561,1
0.3548,-0.1788,1.0351,-4.0244,-1.8902,-28.5366,1
0.3833,-0.1302,1.0971,-8.4756,11.2195,-37.0122,1
0.3488,-0.1099,1.1033,-15.4268,24.3902,-42.622,1
0.3613,-0.0778,1.0497,-22.3171,32.0732,-46.4634,1
0.4247,-0.0072,1.0142,-26.6463,33.2317,-46.2805,1
0.4141,0.0683,0.9974,-27.6829,31.6463,-45.6098,1
0.4832,0.1373,0.9105,-27.7439,27.5,-47.5,1
0.6591,0.2155,0.8171,-25.7927,14.0854,-48.1098,1
0.7971,0.2895,0.7486,-21.5244,-2.378,-45.4268,1
0.8682,0.3158,0.6949,-16.0976,-9.8171,-38.4756,1
0.9704,0.3102,0.6708,-10.9146,-12.8659,-26.0366,1
1.04,0.3624,0.6797,-4.0244,-19.3902,-11.4024,1
1.0405,0.3904,0.7509999999999999,6.3415,-20.1829,2.439,1
0.9059999999999999,0.3731,0.8622,13.3537,-5.3049,14.6341,1
0.6682,0.3586,0.8983,16.6463,16.8293,27.561,1
0.5446,0.3293,0.8513,18.2927,24.0854,33.6585,1
0.5547,0.3143,0.7962,22.6829,8.9634,37.0732,1
0.5845,0.2957,0.7654,28.9634,-10.3659,41.8293,1
0.5663,0.268,0.8062,32.622,-20.1829,46.5854,1
0.5049,0.24600000000000002,0.809,34.2073,-20.9756,47.9878,1
0.5302,0.231,0.8011,34.6951,-17.378,45.06100000000001,1
0.4728,0.182,0.8901,32.439,-12.0732,41.0976,1
0.2547,0.1035,1.0045,27.0732,2.9878,32.9268,1
0.0987,0.0352,1.0569,17.1341,21.8902,25.3049,1
0.045,-0.02,1.0703,8.1707,26.2195,20.122,1
-0.0188,-0.0798,1.0605,3.2927,20.1829,12.6829,1
-0.0192,-0.1589,1.0272,-1.8902,13.5366,3.6585,1
-0.0172,-0.2252,0.9919,-5.9756,8.3537,-4.5122,1
0.1059,-0.2509,0.9288,-9.0244,3.7195,-11.0976,1
0.3552,-0.2487,0.8925,-10.6098,-3.1707,-19.0854,1
0.45899999999999996,-0.2361,0.9479,-11.3415,-4.0854,-27.1951,1
0.3862,-0.2242,1.0566,-14.878,9.939,-35.1829,1
0.257,-0.1967,1.1520000000000001,-20.9756,27.0732,-41.9512,1
0.2964,-0.1795,1.0894,-26.1585,32.1341,-44.0244,1
0.4705,-0.13699999999999998,0.9529,-29.878,20.7317,-40.6098,1
0.5811,-0.0864,0.7965,-31.0976,-0.3049,-35.4268,1
0.6971,-0.0714,0.6753,-30.7927,-17.8049,-31.4634,1
0.8914,-0.0309,0.6309,-28.5366,-28.5366,-23.6585,1
1.0179,0.0551,0.6387,-20.1829,-29.6951,-13.5976,1
1.0579,0.1336,0.715,-10.8537,-22.0732,-3.2927,1
0.9824,0.1884,0.7766,-3.3537,-10.061,5.3659,1
0.8661,0.2364,0.7792,0.9146,3.2927,13.5366,1
0.7507,0.2818,0.7806,3.2927,9.8171,20.4878,1
0.6343,0.3287,0.7938,7.8049,9.2073,25.9756,1
0.5647,0.3613,0.8131,12.5,3.6585,31.7073,1
0.5189,0.3884,0.8271,15.8537,-7.561,38.7195,1
0.4464,0.4019,0.8173,19.0244,-18.9024,42.7439,1
0.4741,0.4092,0.8448,22.2561,-27.5,44.6341,1
0.6071,0.4252,0.9302,27.7439,-35.8537,44.5732,1
0.5759,0.465,1.0033,32.0122,-33.4146,40.3049,1
0.4741,0.4642,1.0486,29.5732,-17.9268,35.5488,1
0.4487,0.4583,1.0916,24.5122,-3.6585,32.378,1
0.2991,0.4221,1.1318,21.6463,4.1463,28.0488,1
0.2094,0.3802,1.1591,17.439,6.4024,21.7683,1
0.2817,0.3477,1.1432,13.1707,-3.9024,17.8659,1
0.3423,0.3337,1.0959,9.6951,-19.939,13.4756,1
0.3152,0.2949,0.9976,3.7805,-30.6707,7.9268,1
0.3193,0.2368,0.9039,-4.878,-40.122,2.5610000000000004,1
0.2701,0.1782,0.8485,-12.5,-49.3293,-0.061,1
0.1588,0.1219,0.8027,-21.0366,-55.4878,0.1829,1
0.0901,0.08199999999999999,0.7875,-27.9878,-60.3659,1.0366,1
-0.0013,0.0835,0.7535,-30.7317,-70.3049,1.0366,1
-0.0127,0.1119,0.7741,-34.1463,-94.5732,-2.8049,1
0.0818,0.1311,0.7659999999999999,-41.2195,-139.1463,-11.8902,1
0.0948,0.1806,0.7251,-48.7195,-182.0732,-23.7805,1
0.2966,0.2007,0.7323,-59.0244,-213.2317,-26.5244,1
0.7081,0.1858,0.743,-77.1951,-254.0244,-21.4634,1
0.9933,0.1494,0.7446,-99.0854,-291.0976,-14.6341,1
1.1773,0.1594,0.777,-120.7317,-297.6829,-9.6951,1
1.126,0.1023,0.7924,-139.8171,-275.1829,-3.6585,1
1.0688,-0.004,0.7043,-161.6463,-237.3781,2.0732,1
1.0759999999999998,0.0124,0.6259,-175.5488,-206.4025,3.2927,1
1.0308,0.0015,0.511,-176.7683,-187.6219,3.0488,1
0.9839,-0.0379,0.3832,-177.1342,-172.3171,3.6585,1
0.8979,-0.0695,0.2864,-173.0488,-162.5,5.3659,1
0.897,-0.0906,0.237,-166.2805,-158.5366,7.561,1
0.951,-0.0884,0.235,-163.1707,-150.3659,11.2195,1
0.9962,-0.1125,0.2064,-163.4146,-130.2439,12.7439,1
1.0174,-0.11900000000000001,0.1891,-162.8049,-98.1707,6.8293,1
1.0476,-0.1401,0.3062,-158.7805,-64.6951,0.6098,1
1.1158,-0.2009,0.5419,-152.9878,-35.9146,-4.2683,1
1.2739,-0.2168,0.6135,-145.1219,-3.4146,-12.5,1
1.2031,-0.2366,0.4756,-131.2805,51.7683,-25.0,1
0.8668,-0.3163,0.332,-122.3171,121.2195,-34.6341,1
0.5391,-0.3985,0.2742,-116.4024,167.1342,-42.0732,1
0.3691,-0.4643,0.2423,-105.061,161.1585,-45.5488,1
0.2744,-0.4885,0.278,-89.6341,114.939,-47.622,1
0.41,-0.4437,0.3518,-73.7805,53.2927,-47.1951,1
0.732,-0.3245,0.3206,-62.43899999999999,-2.9878,-46.8902,1
1.0873,-0.3181,0.2783,-60.5488,-39.0244,-45.06100000000001,1
1.3696,-0.3362,0.3685,-70.6707,-44.2683,-52.3171,1
1.423,-0.3289,0.5232,-84.1463,-15.9146,-70.0,1
1.0864,-0.3357,0.6071,-95.4878,45.0,-85.7927,1
0.6284,-0.2935,0.5107,-99.4512,117.6829,-88.7195,1
0.3887,-0.2572,0.475,-96.0976,150.7927,-74.3293,1
0.4414,-0.2921,0.4658,-86.4024,116.9512,-58.6585,1
0.7197,-0.2642,0.3947,-75.6707,45.0,-54.1463,1
1.1333,-0.204,0.2851,-61.8293,-27.378,-46.6463,1
1.2186,-0.3307,0.3716,-52.5,-69.8781,-34.939,1
1.3428,-0.2377,0.5341,-33.1707,-79.8781,-33.7195,1
1.6049,-0.0848,0.597,-7.3171,-81.2195,-35.0,1
1.1278,-0.166,0.55,-8.5976,-34.6341,-31.5854,1
0.8773,-0.1575,0.5401,-20.6098,29.5732,-28.4146,1
0.9572,-0.1011,0.5639,-26.8902,40.6098,-30.0,1
0.9174,-0.113,0.5266,-32.9878,36.8902,-21.6463,1
0.9213,-0.1141,0.4793,-41.5854,39.6951,-10.9146,1
0.8322,-0.1373,0.4741,-49.3902,31.3415,-8.5366,1
0.7465,-0.1438,0.5022,-48.4756,12.561,-14.878,1
0.7397,-0.1555,0.4514,-39.5122,-7.7439,-23.1098,1
0.7567,-0.1741,0.4141,-31.8293,-21.0976,-28.2927,1
0.8226,-0.09,0.4548,-24.0854,-18.8415,-31.2805,1
0.8184,-0.0789,0.3948,-16.3415,-1.8902,-33.2317,1
0.7355,-0.1266,0.4243,-8.3537,26.8293,-31.0976,1
0.742,-0.1053,0.47600000000000003,-10.5488,49.5122,-31.7073,1
0.774,-0.0958,0.5033,-8.1707,54.2683,-30.9146,1
0.7515,-0.0878,0.5437,-0.061,46.0366,-30.9146,1
0.7237,-0.1249,0.5317,8.9024,31.6463,-33.3537,1
0.6495,0.0093,0.574,18.4146,13.1707,-33.6585,1
1.4465,-0.1168,0.7801,36.4634,-25.1829,-17.561,1
1.5623,-0.0049,0.7205,29.7561,-74.7561,-9.4512,1
1.4024,-0.0197,0.615,11.8902,-59.4512,-4.5732,1
1.2977,-0.0515,0.5785,0.4268,-18.4146,-3.7195,1
1.1307,-0.0726,0.4899,-7.6829,15.9146,0.0,1
0.9467,-0.09,0.4409,-9.8171,45.122,7.2561,1
0.7891,-0.0851,0.4489,-8.4756,59.2683,15.6707,1
0.7267,-0.0939,0.5026,-5.6098,52.6829,20.9756,1
0.7547,-0.1045,0.5455,-6.3415,30.2439,21.7073,1
0.8036,-0.1202,0.5701,-5.061,3.7805,20.7317,1
0.8375,-0.1153,0.5369,0.122,-18.1707,20.1829,1
0.9308,-0.1201,0.5302,4.5122,-36.5244,19.6951,1
1.0524,-0.1154,0.4761,5.061,-46.0976,13.5366,1
0.9713,-0.1198,0.3978,5.6098,-28.5976,5.0,1
0.8351,-0.1304,0.3962,7.8049,11.4024,0.1829,1
0.8119,-0.1188,0.5093,6.8293,48.6585,-1.2195,1
0.9208,-0.1191,0.6091,5.9756,65.7927,2.8049,1
0.9085,-0.1581,0.6479,9.2073,60.3659,4.3902,1
0.8436,-0.1956,0.6409,6.5244,49.2683,1.4634,1
0.9113,-0.2018,0.6156,2.622,35.9756,0.1829,1
0.8875,-0.21,0.5612,2.378,20.3049,0.6098,1
0.8301,-0.1981,0.5234,1.2195,16.7073,0.122,1
0.7979999999999999,-0.2026,0.508,-0.4268,19.0854,-0.9756,1
0.7609,-0.1852,0.5085,-0.9146,20.3659,-2.0122,1
0.718,-0.1667,0.52,0.3049,19.2073,-2.9268,1
0.6931,-0.1571,0.5577,0.4878,13.8415,-4.939,1
0.7361,-0.129,0.6008,1.2805,5.5488,-7.377999999999999,1
0.6974,-0.0474,0.6594,3.8415,-2.1341,-11.3415,1
0.8658,0.0011,0.69,1.7683,-11.9512,-15.3659,1
1.0252,0.0003,0.6298,-4.0854,-29.6341,-18.1098,1
0.9003,0.0029,0.6949,-8.6585,-28.3537,-26.4634,1
1.1882,0.0401,0.8026,-16.9512,-22.622,-31.1585,1
1.0376,0.1624,0.7218,-18.8415,-5.9146,-37.439,1
1.2409999999999999,0.1712,0.7755,-8.8415,16.8293,-23.0488,1
1.5248,0.2601,0.7985,-8.3537,-4.878,-14.4512,1
1.6047,0.3037,0.8145,-17.8049,-17.439,-5.9756,1
1.5031,0.3154,0.6766,-34.939,-1.9512,7.6829,1
1.3183,0.2919,0.5142,-60.6707,26.3415,20.9146,1
1.1853,0.1749,0.3607,-85.3049,52.56100000000001,35.9146,1
1.1944,-0.0088,0.29600000000000004,-111.4024,73.0488,55.06100000000001,1
1.1873,-0.1111,0.2399,-129.1463,96.7073,75.0,1
1.0959,-0.1959,0.1483,-138.5976,126.8902,93.3537,1
1.0162,-0.2995,0.1013,-143.3537,153.6585,109.8171,1
0.9652,-0.3676,0.1292,-140.3049,171.0976,124.2683,1
0.8875,-0.402,0.1624,-127.1951,180.1829,138.6585,1
0.7443,-0.5185,0.2318,-108.9634,180.6707,155.6098,1
0.6969,-0.6118,0.3152,-85.1829,173.7195,172.56099999999998,1
0.8123,-0.7159,0.3623,-42.7439,158.2317,181.5854,1
0.6929,-0.6815,0.3389,12.622,140.061,184.4512,1
0.4598,-0.6494,0.2546,67.0732,124.4512,193.1098,1
0.3356,-0.6311,0.187,113.9024,95.12200000000001,192.5,1
0.2373,-0.611,0.1561,153.5976,49.6341,180.9756,1
0.2302,-0.6982,0.1757,176.3415,4.2683,166.5244,1
0.1895,-0.6808,0.2484,191.2805,-29.878,153.0488,1
0.0831,-0.5771,0.3703,210.6098,-46.6463,140.8537,1
0.0215,-0.5404,0.5615,228.6585,-50.7317,121.8902,1
0.0706,-0.4888,0.7229,245.3049,-46.1585,104.2073,1
0.1187,-0.3674,0.7744,263.7805,-29.6951,88.3537,1
0.1336,-0.2281,0.8023,273.4146,-3.9024,70.3659,1
0.2944,-0.0651,0.8170000000000001,268.2927,18.8415,50.6098,1
0.4773,0.0669,0.7316,251.5244,33.8415,27.9268,1
0.3644,0.1752,0.733,227.8659,48.5366,4.5732,1
0.136,0.2382,0.7773,212.3171,69.0244,-9.878,1
0.0985,0.2913,0.8701,190.9756,82.561,-17.6829,1
0.1382,0.3903,1.0294,164.6342,83.3537,-17.3171,1
0.1219,0.4359,1.2072,136.0976,79.8781,-14.5732,1
0.1473,0.3942,1.2688,113.9024,71.9512,-14.0854,1
0.2531,0.3881,1.5055,101.6463,55.1829,-15.1829,1
0.6024,0.3556,1.6067,89.6341,31.2195,-14.3902,1
0.5099,0.2642,1.5804,69.0244,4.878,-8.4146,1
0.6257,0.326,1.5699,56.7683,-9.0244,-8.6585,1
0.8483,0.3176,1.4639,51.0366,-23.7195,-8.1707,1
0.361,0.3599,1.3112,38.4756,-13.7805,-10.4268,1
0.2108,0.2475,1.2025,21.8293,5.9756,-8.2927,1
0.6517,0.1053,1.0472,13.1098,-29.3902,-13.2927,1
0.6629,0.1116,0.9162,3.9024,-61.5244,-13.0488,1
0.4863,0.0129,0.8793,-9.7561,-44.2683,-11.4634,1
0.3303,-0.0511,0.9379,-15.3049,-25.3049,-12.2561,1
0.3419,-0.0512,0.9801,-14.7561,-27.439,-13.3537,1
0.5422,-0.0576,1.0187,-7.5,-46.2805,-13.6585,1
0.5392,-0.0795,1.0501,-0.9146,-58.9024,-12.0732,1
0.4625,-0.0782,1.0762,-0.3659,-62.2561,-18.1098,1
0.4883,-0.0611,1.0569,1.0366,-66.5244,-26.4634,1
0.6141,-0.0171,0.9633,4.0244,-67.8659,-28.7195,1
0.6463,0.0468,0.8636,6.3415,-56.2195,-29.878,1
0.556,0.0681,0.7829,1.5244,-32.0122,-29.878,1
0.4586,0.0528,0.6823,-4.3293,-9.878,-25.6707,1
0.4257,0.0488,0.6005,-4.4512,-1.4024,-22.6829,1
0.4981,0.0175,0.6611,-2.2561,-4.5732,-19.6951,1
0.4958,0.0969,0.6892,-2.378,-10.0,-13.7805,1
0.3958,0.1216,0.711,-2.0732,-11.5854,-11.4634,1
0.5175,0.0972,0.7948,0.8537,-18.2317,-11.4634,1
0.4844,0.0921,0.7957,10.4878,-29.0244,-7.3171,1
0.45899999999999996,0.1644,0.7792,17.6829,-34.6951,-5.6098,1
0.5348,0.1427,0.8007,21.5854,-47.1951,-7.9268,1
0.6265,0.2123,0.8505,23.6585,-64.3293,-8.5976,1
0.5805,0.2242,0.8613,20.1829,-69.0854,-8.6585,1
0.537,0.1918,0.8252,10.7927,-56.9512,-10.4878,1
0.5491,0.2113,0.7828,5.4268,-52.3171,-10.122,1
0.425,0.1512,0.7214,1.8293,-51.8293,-4.6341,1
0.3768,0.0856,0.6749,-3.8415,-57.1951,-1.5244,1
0.3975,0.0804,0.6062,-2.8659,-76.2805,2.2561,1
0.5378,0.0707,0.5843,5.7317,-100.4268,5.7927,1
0.6834,0.0848,0.5654,14.6951,-122.439,8.7195,1
0.7748,0.1614,0.5728,20.7317,-131.5244,9.3293,1
0.8393,0.2762,0.6708,21.1585,-128.9634,6.1585,1
0.8052,0.2595,0.7473,13.2927,-117.8659,4.6951,1
0.856,0.2148,0.7598,4.2073,-102.7439,6.7683,1
0.8178,0.1794,0.7656,-0.1829,-93.7805,11.0976,1
0.8088,0.2349,0.7866,-4.5122,-91.0366,12.0732,1
0.7692,0.2243,0.7739,-7.0732,-93.1707,13.2927,1
0.7146,0.1785,0.7526,-8.4146,-96.8902,14.4512,1
0.7416,0.17800000000000002,0.7391,-9.6341,-105.6098,15.9146,1
0.8676,0.1652,0.7449,-11.0976,-118.2317,18.2317,1
0.9501,0.1727,0.7392,-13.7195,-125.4878,19.7561,1
0.9525,0.158,0.6943,-16.9512,-118.3537,18.4146,1
0.8877,0.1122,0.6372,-20.5488,-103.7195,17.622,1
0.9144,0.1296,0.5904,-21.9512,-92.0122,15.6707,1
0.9725,0.1469,0.5555,-20.2439,-88.5366,16.7073,1
0.9470000000000001,0.0986,0.5063,-19.5732,-84.7561,19.8171,1
0.8932,0.1171,0.4619,-19.878,-77.7439,19.939,1
0.8817,0.1184,0.4389,-19.939,-75.122,19.5732,1
0.8337,0.0861,0.4111,-21.0366,-78.7805,18.9634,1
0.884,0.105,0.39899999999999997,-19.3902,-81.9512,18.5976,1
0.9523,0.1097,0.3801,-15.2439,-89.8781,20.8537,1
0.8422,-0.0042,0.3088,-12.378,-96.6463,24.3902,1
0.9002,0.0284,0.3176,-11.2195,-96.1585,20.061,1
1.0432,0.0424,0.3431,-9.1463,-97.0122,17.9878,1
1.0299,0.0284,0.3002,-6.7073,-86.8293,20.4878,1
0.9797,0.0391,0.2707,-5.2439,-66.7683,20.5488,1
0.9445,0.0643,0.3193,-4.7561,-51.1585,18.8415,1
0.8471,0.0587,0.3255,-4.0244,-41.7683,19.5122,1
0.7546,0.03,0.3373,-3.7195,-37.9268,22.7439,1
0.748,0.0005,0.3225,-3.6585,-43.9024,27.6829,1
0.7943,-0.0068,0.3076,-0.6707,-58.2927,35.6098,1
0.8193,-0.0352,0.3024,1.7683,-77.1341,44.1463,1
0.8738,-0.0403,0.2991,1.7683,-95.7317,48.3537,1
1.0201,-0.0532,0.3344,0.3049,-113.6585,48.5366,1
1.0464,-0.0506,0.3445,-0.061,-123.4146,43.6585,1
1.0575,-0.0229,0.3323,0.3049,-121.9512,34.4512,1
1.1115,-0.0008,0.293,-1.5244,-121.7683,29.3293,1
1.0424,0.0147,0.2148,-4.3293,-112.62200000000001,27.1951,1
0.9963,-0.001,0.1503,-11.4634,-97.5,25.9756,1
0.9585,-0.0844,0.1436,-20.3049,-89.3902,31.2195,1
0.9540000000000001,-0.145,0.1888,-23.5366,-88.4756,44.0854,1
0.9479,-0.1538,0.2446,-20.4878,-88.1707,52.5,1
0.9671,-0.1667,0.2283,-12.5,-85.6098,52.6829,1
1.0273,-0.1677,0.2097,-8.4146,-84.0854,51.4634,1
1.0802,-0.1512,0.2069,-7.377999999999999,-82.6829,45.7927,1
1.0917,-0.1806,0.1664,-7.5,-75.6098,35.7317,1
1.0675,-0.1767,0.1069,-7.9878,-62.6829,27.3171,1
1.0491,-0.1219,0.0868,-7.8049,-50.6098,27.7439,1
1.1307,-0.2422,0.1696,-15.7317,-53.4146,27.378,1
1.1746,-0.2366,0.1249,-19.5122,-57.2561,22.1341,1
1.1292,-0.17,0.1194,-19.7561,-36.6463,34.7561,1
1.1125,-0.2143,0.0949,-22.561,-20.4268,36.0976,1
1.0322,-0.2101,0.0946,-24.0244,-11.9512,31.7683,1
0.9662,-0.1815,0.0844,-22.622,-11.8902,29.2683,1
0.9465,-0.1759,0.0942,-21.2195,-17.2561,25.8537,1
1.0038,-0.2208,0.0875,-22.6829,-21.1585,26.0366,1
0.9898,-0.2411,0.0729,-18.2317,-19.0854,29.1463,1
0.9378,-0.2657,0.0542,-7.1341,-14.878,33.2317,1
0.9257,-0.2839,0.059000000000000004,3.6585,-22.1951,35.5488,1
0.9559,-0.2772,0.0857,12.9878,-39.8171,33.1098,1
0.988,-0.2634,0.0809,20.7317,-58.9024,28.6585,1
0.9873,-0.2477,0.0334,24.8171,-75.8537,25.6098,1
0.914,-0.2443,0.0015,23.9024,-88.8415,23.1098,1
0.9114,-0.2612,0.0179,18.0488,-105.4878,23.7805,1
0.968,-0.2684,0.0523,14.2683,-124.5732,24.878,1
0.9776,-0.2784,0.053,16.2195,-137.3781,26.0976,1
1.0007,-0.2917,-0.0101,19.7561,-145.061,30.4268,1
1.0621,-0.2861,-0.1292,26.7073,-152.9878,35.4268,1
1.0889,-0.3034,-0.2145,33.1707,-160.6098,37.9268,1
1.0909,-0.3359,-0.2962,34.1463,-169.2073,36.2805,1
1.0205,-0.3586,-0.3553,32.9878,-176.4025,33.2927,1
1.0785,-0.3577,-0.3325,30.6707,-183.2317,30.7927,1
1.2538,-0.3032,-0.311,31.4024,-184.2073,27.378,1
1.1728,-0.2708,-0.2667,33.0488,-165.6098,23.1098,1
0.9641,-0.2818,-0.2643,26.8902,-134.2073,15.7927,1
0.9388,-0.2993,-0.324,23.0488,-114.6951,7.9878,1
1.119,-0.3032,-0.4031,21.4024,-116.7683,7.1951,1
1.2495,-0.3449,-0.3801,19.5122,-124.5122,6.7683,1
1.1291,-0.3945,-0.3513,12.2561,-120.6098,0.4878,1
0.9197,-0.4218,-0.3672,5.1829,-102.62200000000001,-9.6951,1
0.835,-0.4808,-0.3607,0.1829,-95.5488,-16.0976,1
0.9442,-0.4101,-0.3339,0.6707,-107.0122,-20.8537,1
1.1255,-0.309,-0.313,4.4512,-112.0732,-26.3415,1
1.1883,-0.309,-0.3276,3.9634,-91.2805,-32.2561,1
0.9963,-0.3137,-0.3021,-5.4268,-51.9512,-39.5122,1
0.8209,-0.2985,-0.3113,-14.6951,-23.0488,-47.3171,1
0.8069,-0.3077,-0.324,-18.4146,-13.2317,-54.8171,1
0.7883,-0.2487,-0.3595,-16.0366,-6.8293,-57.3171,1
0.7281,-0.2164,-0.3949,-2.0122,7.6829,-51.0366,1
0.7785,-0.2297,-0.4125,12.9878,12.2561,-35.6098,1
0.8781,-0.1846,-0.4348,23.4146,1.2195,-24.3293,1
0.8718,-0.179,-0.4537,25.9756,-9.0244,-21.5244,1
0.8143,-0.1961,-0.4692,19.3902,-7.9878,-23.4146,1
0.7668,-0.1833,-0.5468,13.8415,-4.6951,-25.2439,1
0.7148,-0.1564,-0.5791,15.3659,-2.0122,-26.2805,1
0.7390000000000001,-0.1666,-0.5449,17.7439,-5.1829,-23.5976,1
0.7919,-0.1943,-0.4471,16.8902,-14.3293,-17.1951,1
0.8593,-0.2017,-0.3187,10.1829,-21.2195,-13.7805,1
0.9866,-0.2028,-0.1825,8.4146,-20.9756,-13.5366,1
0.9769,-0.1698,-0.1597,13.9024,-13.8415,-15.1829,1
0.9164,-0.1591,-0.2636,22.622,-5.5488,-18.2317,1
0.9470000000000001,-0.1637,-0.3276,36.0976,-8.4146,-12.5,1
0.9106,-0.1238,-0.3784,45.9756,-21.0976,-3.0488,1
0.9575,-0.0988,-0.4619,50.1829,-28.3537,0.8537,1
1.0433,-0.1096,-0.5502,45.2439,-34.3293,-0.6707,1
1.0527,-0.1654,-0.5668,32.9268,-31.2195,-5.9146,1
1.0170000000000001,-0.162,-0.5975,16.2805,-14.4512,-12.8049,1
1.0324,-0.1904,-0.583,4.6951,8.5366,-13.7195,1
1.0411,-0.2394,-0.5453,-3.2317,35.3049,-10.6098,1
0.8828,-0.20600000000000002,-0.5101,-7.6829,66.1585,-7.9268,1
0.7388,-0.2066,-0.4282,-4.878,86.2195,-6.4024,1
0.8515,-0.2004,-0.3435,6.2195,76.4634,-1.5244,1
0.9345,-0.2135,-0.353,23.7195,43.5976,4.0854,1
0.895,-0.2206,-0.3627,39.0244,20.3049,3.0488,1
0.986,-0.2495,-0.3644,46.6463,8.7195,-0.4268,1
1.0401,-0.1838,-0.451,45.3049,4.0244,-2.9268,1
1.0947,-0.1535,-0.4089,40.3049,13.6585,-7.377999999999999,1
1.0648,-0.2032,-0.3945,31.1585,32.6829,-6.4634,1
1.0124,-0.1954,-0.3522,18.9634,59.5122,-9.0244,1
0.9808,-0.2025,-0.3172,12.0122,79.939,-7.6829,1
0.9228,-0.2092,-0.2918,7.1951,91.8902,-6.9512,1
0.8955,-0.1766,-0.327,5.0,94.1463,-3.5366,1
0.8146,-0.2109,-0.2462,7.6829,90.0,0.4878,1
0.7003,-0.2402,-0.225,3.9024,79.4512,2.5,1
0.8036,-0.2579,-0.2126,3.4146,58.5976,4.2683,1
0.9609,-0.2098,-0.2194,7.9268,32.8049,4.6341,1
1.0929,-0.20800000000000002,-0.2911,17.0122,22.378,7.622000000000001,1
1.249,-0.1849,-0.3879,21.7073,30.7927,10.8537,1
1.3626,-0.165,-0.3899,20.7317,58.0488,8.9634,1
1.2974,-0.1923,-0.3631,10.122,103.5366,2.0732,1
1.0897,-0.2404,-0.4212,-6.1585,159.8171,-5.3049,1
0.8092,-0.2792,-0.3653,-21.1585,205.6707,-10.1829,1
0.7057,-0.2639,-0.2024,-32.6829,215.2439,-10.2439,1
0.6607,-0.2712,-0.098,-33.2927,192.43900000000002,0.4878,1
0.7247,-0.2799,-0.0447,-25.3049,157.9878,5.8537,1
1.0323,-0.2532,0.040999999999999995,-14.878,111.2805,9.2073,1
1.3758,-0.2204,0.0047,-3.5366,74.8171,11.7683,1
1.5573,-0.2032,-0.0781,11.0366,86.8902,11.3415,1
1.5904,-0.1774,-0.1368,17.6829,139.0244,12.8049,1
1.3485,-0.1835,-0.2178,14.1463,205.4878,16.6463,1
1.0958,-0.2112,-0.1929,6.9512,260.8537,20.6098,1
0.9595,-0.171,-0.0161,-0.061,281.5244,19.5122,1
0.8572,-0.2351,0.1225,-9.5122,271.8903,19.7561,1
0.8173,-0.2623,0.2219,-17.622,248.0488,13.2927,1
0.8092,-0.28300000000000003,0.3409,-20.7927,224.0244,12.1341,1
0.8541,-0.2762,0.4011,-22.5,205.8537,12.378,1
0.8482,-0.2842,0.3989,-17.9878,194.4512,14.3902,1
0.8170000000000001,-0.3044,0.402,-13.1098,183.5366,13.1707,1
0.8107,-0.2991,0.3098,-11.8293,169.0854,8.1707,1
0.7053,-0.2021,0.1935,-7.0122,149.0854,4.6951,1
0.5676,-0.2234,0.2012,-2.622,125.12200000000001,2.378,1
0.6884,-0.293,0.2662,-10.5488,84.2683,-1.5854,1
0.7145,-0.292,0.3361,-12.2561,37.622,-5.1829,1
0.6599,-0.29600000000000004,0.3619,-8.5366,5.9146,-3.5976,1
0.7029,-0.3734,0.4824,-6.4634,-18.5366,-2.622,1
0.8433,-0.3971,0.578,-2.622,-41.7683,-3.1098,1
0.9225,-0.3973,0.5515,8.5366,-56.4634,-2.2561,1
0.8027,-0.3972,0.4624,20.4268,-62.43899999999999,-4.2073,1
0.7378,-0.3859,0.3661,29.3902,-70.061,-11.4634,1
0.7664,-0.282,0.1714,36.2805,-82.0122,-15.1829,1
0.8323,-0.2338,0.0405,39.3902,-84.6951,-11.7683,1
0.9415,-0.2972,0.017,28.1707,-75.7317,-14.1463,1
1.1941,-0.3823,0.0352,11.5244,-55.2439,-22.439,1
1.1414,-0.3434,0.0868,2.6829,-30.2439,-24.939,1
0.9603,-0.3812,0.2772,1.5244,6.0366,-29.7561,1
0.8328,-0.4055,0.4977,1.3415,32.6829,-33.5976,1
0.6851,-0.2483,0.5628,10.5488,42.9878,-36.0366,1
0.6769,-0.0334,0.5019,17.1951,36.7683,-40.122,1
0.8084,-0.2521,0.4451,9.6951,10.7317,-40.1829,1
0.7723,-0.3328,0.4109,0.6707,-25.8537,-37.7439,1
0.7188,-0.2061,0.3636,5.7927,-52.1341,-45.9756,1
0.8462,-0.2496,0.2901,15.2439,-66.3415,-52.9878,1
0.8669,-0.2328,0.2313,18.6585,-73.3537,-47.2561,1
0.8185,-0.1737,0.2243,20.0,-78.1707,-41.6463,1
0.8301,-0.1662,0.3055,24.1463,-87.8049,-44.6951,1
0.8587,-0.1266,0.3392,32.2561,-101.5244,-46.7073,1
0.8849,-0.0781,0.3333,42.622,-115.3049,-44.7561,1
0.8945,-0.0339,0.2844,50.4878,-130.061,-40.122,1
0.9181,-0.0283,0.217,56.0976,-144.0244,-34.2073,1
