 1575019459827.0000,-0.0505,-0.2781,0.9808,-3.2317,-41.9512,25.6098
 1575019459842.0000,0.0529,-0.2877,1.0481,1.5244,-58.3537,23.0488
 1575019459849.0000,0.1602,-0.3036,1.1130,6.8902,-74.8781,20.9146
 1575019459857.0000,0.2148,-0.2762,1.0878,7.7439,-74.2073,21.0366
 1575019459864.0000,0.1478,-0.2401,1.0536,3.2317,-58.4146,24.2073
 1575019459879.0000,0.0679,-0.2391,1.0185,-8.5366,-42.5000,25.4878
 1575019459887.0000,0.0717,-0.2353,0.9909,-16.5854,-31.4024,22.6829
 1575019459894.0000,0.0859,-0.2487,0.9767,-20.2439,-24.0854,20.4878
 1575019459909.0000,0.0590,-0.2524,0.9876,-21.6463,-21.6463,17.1341
 1575019459917.0000,0.0677,-0.2446,1.0195,-21.9512,-27.0732,15.1220
 1575019459924.0000,0.1104,-0.2527,1.0709,-23.9634,-31.0976,14.8171
 1575019459939.0000,0.0804,-0.2953,1.0583,-32.3780,-26.7683,13.1707
 1575019459947.0000,0.0602,-0.3023,0.9421,-42.1951,-20.3659,8.4756
 1575019459954.0000,0.0942,-0.2885,0.8292,-47.5000,-17.0122,5.5488
 1575019459969.0000,0.1352,-0.3027,0.7875,-51.4024,-18.1098,7.5610
 1575019459977.0000,0.0817,-0.2772,0.8171,-43.1707,-17.5610,14.2683
 1575019459984.0000,0.0164,-0.3049,0.8821,-30.7317,-13.4146,22.2561
 1575019459992.0000,0.0292,-0.3297,0.9777,-20.1220,-9.9390,25.9756
 1575019460007.0000,0.1287,-0.2691,1.0675,-5.9146,-9.1463,32.0732
 1575019460014.0000,0.0383,-0.2347,1.0123,9.1463,-1.4024,39.4512
 1575019460022.0000,-0.0096,-0.2307,0.9401,20.1220,-2.9878,34.0854
 1575019460037.0000,0.0840,-0.1929,0.9516,27.7439,-27.0122,26.8902
 1575019460044.0000,0.2008,-0.1888,1.0846,32.1341,-51.8293,19.6341
 1575019460059.0000,0.3014,-0.1926,1.1474,35.2439,-56.8293,14.4512
 1575019460067.0000,0.3036,-0.1955,1.0621,30.1829,-39.7561,12.5000
 1575019460074.0000,0.2867,-0.2632,1.0229,20.3049,-22.2561,8.7805
 1575019460082.0000,0.2825,-0.2908,1.0740,26.1585,-21.2195,7.1341
 1575019460097.0000,0.4365,-0.2216,1.0863,38.7805,-32.4390,11.5244
 1575019460104.0000,0.5604,-0.1811,1.0093,39.8171,-40.5488,12.9268
 1575019460112.0000,0.5034,-0.2231,0.9252,37.5000,-41.8902,6.3415
 1575019460127.0000,0.2780,-0.2064,0.8167,34.1463,-32.0122,3.2927
 1575019460134.0000,0.1688,-0.2400,0.8854,26.0976,-12.5000,9.8780
 1575019460142.0000,0.1875,-0.3143,1.0864,23.0488,-6.4024,14.4512
 1575019460149.0000,0.2289,-0.2780,1.1568,29.2073,-16.6463,13.4146
 1575019460164.0000,0.2532,-0.2457,1.0974,25.3659,-19.6341,11.5854
 1575019460172.0000,0.3138,-0.2447,1.0305,18.2927,-10.7927,10.3659
 1575019460179.0000,0.2399,-0.2428,1.0205,19.5732,0.7317,13.0488
 1575019460194.0000,0.1647,-0.2514,1.0157,23.6585,16.2805,14.8780
 1575019460202.0000,0.2778,-0.2597,0.9922,25.6707,31.5854,14.1463
 1575019460209.0000,0.3255,-0.2025,0.9049,27.4390,48.3537,9.8780
 1575019460224.0000,0.2230,-0.1811,0.8974,32.0122,63.7805,3.9024
 1575019460232.0000,0.0700,-0.1915,0.8939,30.4878,70.6098,2.1341
 1575019460239.0000,0.0400,-0.2184,0.8803,28.5366,67.7439,1.3415
 1575019460254.0000,0.0934,-0.2298,0.8625,33.6585,53.2927,-1.2805
 1575019460262.0000,0.1660,-0.2328,0.8735,40.4878,35.6707,-4.7561
 1575019460269.0000,0.2374,-0.2028,0.9956,48.1098,28.5976,-4.5122
 1575019460292.0000,0.2771,-0.2316,1.1443,49.8781,38.5976,-4.6951
 1575019460293.0000,0.2337,-0.2834,1.1017,42.1951,67.2561,-7.9268
 1575019460299.0000,0.1362,-0.2779,1.0431,39.9390,110.4268,-12.0732
 1575019460315.0000,0.1700,-0.2808,1.0430,37.6829,153.2317,-18.2927
 1575019460322.0000,0.2259,-0.3501,1.0378,34.7561,184.8781,-24.8171
 1575019460329.0000,0.0193,-0.3825,0.9930,32.8659,201.2805,-31.3415
 1575019460337.0000,-0.1468,-0.4154,1.0371,31.2805,189.0854,-33.4146
 1575019460352.0000,-0.0705,-0.4725,1.0531,34.8171,139.5122,-30.3049
 1575019460359.0000,0.0000,-0.5281,1.0855,45.7317,80.1220,-30.9756
 1575019460367.0000,0.0779,-0.5429,1.1669,59.6951,42.0732,-28.7195
 1575019460382.0000,0.1088,-0.5982,1.2787,78.5366,35.5488,-23.5366
 1575019460389.0000,-0.0806,-0.7189,1.2892,94.8171,48.7195,-26.0976
 1575019460397.0000,-0.1891,-0.7571,1.1876,105.3659,70.3049,-31.2805
 1575019460412.0000,-0.1169,-0.7314,1.2355,125.5488,72.0122,-34.2073
 1575019460419.0000,-0.1728,-0.7353,1.2568,142.8659,56.0976,-33.9024
 1575019460427.0000,-0.2119,-0.7143,1.2338,160.1219,50.5488,-34.0244
 1575019460442.0000,-0.1811,-0.6278,1.2283,181.4634,48.2317,-33.5366
 1575019460449.0000,-0.2391,-0.5748,1.1693,198.6585,44.6951,-33.2317
 1575019460457.0000,-0.2256,-0.5340,1.0989,209.9390,42.5000,-37.4390
 1575019460472.0000,-0.1375,-0.4498,1.0715,222.6829,33.9024,-43.1707
 1575019460479.0000,-0.1263,-0.3761,0.9986,231.5244,28.1707,-50.3659
 1575019460487.0000,-0.1741,-0.3139,0.9373,228.2927,31.8902,-59.8781
 1575019460494.0000,-0.2155,-0.2903,0.8840,220.6098,32.8659,-68.4146
 1575019460509.0000,-0.1844,-0.2090,0.8714,212.3781,29.6951,-75.1220
 1575019460517.0000,-0.2086,-0.0991,0.8468,207.7439,30.0000,-82.5000
 1575019460524.0000,-0.3458,-0.0202,0.7354,196.4025,40.8537,-89.6951
 1575019460539.0000,-0.3639,0.0493,0.6769,182.8659,51.6463,-97.7439
 1575019460547.0000,-0.3546,0.1021,0.6095,159.2683,55.6707,-104.5732
 1575019460554.0000,-0.4380,0.1457,0.4976,134.5122,56.1585,-110.6098
 1575019460569.0000,-0.5718,0.1768,0.4086,118.7805,47.6220,-115.9146
 1575019460577.0000,-0.6346,0.1958,0.3850,108.2927,24.8780,-118.8415
 1575019460584.0000,-0.6181,0.3218,0.4024,100.5488,-1.2195,-122.0122
 1575019460599.0000,-0.5870,0.3760,0.4353,97.5000,-14.0244,-122.6829
 1575019460607.0000,-0.5447,0.4330,0.4359,97.6829,-17.9268,-126.8902
 1575019460614.0000,-0.5298,0.4314,0.4354,91.9512,-16.0976,-129.1463
 1575019460629.0000,-0.4918,0.4135,0.3796,84.1463,-12.7439,-131.6463
 1575019460637.0000,-0.4792,0.4896,0.3077,93.2927,-8.9634,-131.6463
 1575019460644.0000,-0.5352,0.5944,0.3239,102.8049,2.0732,-125.9146
 1575019460660.0000,-0.5776,0.6359,0.3924,96.2805,11.1585,-121.3415
 1575019460667.0000,-0.5675,0.7297,0.4369,85.7927,9.5122,-123.1707
 1575019460674.0000,-0.6376,0.7749,0.4326,69.3293,4.8780,-127.1341
 1575019460682.0000,-0.7143,0.7863,0.3798,38.2927,4.6341,-131.5244
 1575019460697.0000,-0.6962,0.7687,0.3695,11.7073,-3.9634,-134.5122
 1575019460704.0000,-0.7246,0.7589,0.3755,-2.7439,-20.6098,-135.1219
 1575019460712.0000,-0.7031,0.7757,0.4040,-11.4024,-30.8537,-134.0244
 1575019460727.0000,-0.7178,0.7500,0.4291,-15.7317,-31.8902,-129.1463
 1575019460742.0000,-0.6743,0.7193,0.4540,-18.0488,-28.5976,-124.8781
 1575019460743.0000,-0.6465,0.7531,0.4586,-13.0488,-25.9756,-118.2317
 1575019460757.0000,-0.7230,0.7725,0.4366,-9.2073,-18.1707,-107.2561
 1575019460764.0000,-0.7252,0.7762,0.4656,-13.6585,-13.1707,-97.5610
 1575019460772.0000,-0.6742,0.7534,0.5033,-19.2073,-19.5732,-91.5244
 1575019460787.0000,-0.6157,0.7537,0.5233,-22.6829,-25.7927,-85.9756
 1575019460794.0000,-0.5641,0.7363,0.5511,-21.9512,-27.3171,-76.5854
 1575019460802.0000,-0.5079,0.6804,0.5602,-22.0732,-24.5122,-66.7683
 1575019460817.0000,-0.5033,0.6917,0.5854,-19.7561,-17.4390,-56.3415
 1575019460824.0000,-0.5104,0.6879,0.6113,-18.6585,-13.9024,-45.3049
 1575019460832.0000,-0.4962,0.6990,0.6393,-20.3049,-16.8293,-37.2561
 1575019460847.0000,-0.4748,0.6802,0.6525,-22.9268,-22.3171,-32.4390
 1575019460862.0000,-0.4803,0.6682,0.6632,-25.0610,-28.4756,-29.2683
 1575019460863.0000,-0.4597,0.6397,0.7092,-27.0732,-35.4878,-28.4756
 1575019460869.0000,-0.3409,0.6144,0.7456,-29.4512,-42.8049,-28.7805
 1575019460892.0000,-0.2537,0.5833,0.7474,-28.8415,-44.8780,-27.7439
 1575019460893.0000,-0.2704,0.5571,0.7233,-26.5854,-39.3902,-26.3415
 1575019460899.0000,-0.2732,0.5641,0.7524,-23.0488,-33.2317,-22.4390
 1575019460914.0000,-0.3528,0.5882,0.7896,-17.6829,-28.7195,-16.4024
 1575019460922.0000,-0.4258,0.5779,0.8608,-14.8780,-22.0122,-10.0610
 1575019460929.0000,-0.3861,0.5694,0.9238,-14.2683,-22.4390,-5.5488
