epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1567419484686,2019-09-02T03:18:04.686,0.000,-0.856,0.201,0.494
1567419484686,2019-09-02T03:18:04.686,0.000,-0.852,0.210,0.476
1567419484686,2019-09-02T03:18:04.686,0.000,-0.868,0.194,0.480
1567419484784,2019-09-02T03:18:04.784,0.098,-0.807,0.164,0.531
1567419484784,2019-09-02T03:18:04.784,0.098,-0.786,0.167,0.584
1567419484784,2019-09-02T03:18:04.784,0.098,-0.786,0.173,0.554
1567419484868,2019-09-02T03:18:04.868,0.182,-0.759,0.159,0.494
1567419484868,2019-09-02T03:18:04.868,0.182,-0.771,0.155,0.498
1567419484868,2019-09-02T03:18:04.868,0.182,-0.810,0.136,0.541
1567419484962,2019-09-02T03:18:04.962,0.276,-0.739,0.130,0.586
1567419484962,2019-09-02T03:18:04.962,0.276,-0.707,0.141,0.569
1567419484962,2019-09-02T03:18:04.962,0.276,-0.726,0.135,0.535
1567419485018,2019-09-02T03:18:05.018,0.332,-0.787,0.126,0.530
1567419485018,2019-09-02T03:18:05.018,0.332,-0.715,0.093,0.639
1567419485018,2019-09-02T03:18:05.018,0.332,-0.742,0.102,0.655
1567419485056,2019-09-02T03:18:05.056,0.370,-0.797,0.139,0.622
1567419485056,2019-09-02T03:18:05.056,0.370,-0.746,0.123,0.625
1567419485056,2019-09-02T03:18:05.056,0.370,-0.715,0.112,0.625
1567419485094,2019-09-02T03:18:05.094,0.408,-0.683,0.112,0.627
1567419485094,2019-09-02T03:18:05.094,0.408,-0.690,0.105,0.655
1567419485094,2019-09-02T03:18:05.094,0.408,-0.742,0.100,0.683
1567419485132,2019-09-02T03:18:05.132,0.446,-0.763,0.112,0.677
1567419485132,2019-09-02T03:18:05.132,0.446,-0.749,0.116,0.677
1567419485132,2019-09-02T03:18:05.132,0.446,-0.733,0.126,0.702
1567419485163,2019-09-02T03:18:05.163,0.477,-0.723,0.136,0.703
1567419485163,2019-09-02T03:18:05.163,0.477,-0.670,0.125,0.694
1567419485163,2019-09-02T03:18:05.163,0.477,-0.717,0.115,0.674
1567419485201,2019-09-02T03:18:05.201,0.515,-0.744,0.122,0.668
1567419485201,2019-09-02T03:18:05.201,0.515,-0.723,0.129,0.679
1567419485201,2019-09-02T03:18:05.201,0.515,-0.721,0.107,0.693
1567419485229,2019-09-02T03:18:05.229,0.543,-0.743,0.063,0.701
1567419485229,2019-09-02T03:18:05.229,0.543,-0.712,0.042,0.639
1567419485229,2019-09-02T03:18:05.229,0.543,-0.750,0.072,0.597
1567419485274,2019-09-02T03:18:05.274,0.588,-0.744,0.068,0.638
1567419485274,2019-09-02T03:18:05.274,0.588,-0.770,0.018,0.670
1567419485274,2019-09-02T03:18:05.274,0.588,-0.744,0.036,0.647
1567419485321,2019-09-02T03:18:05.321,0.635,-0.722,0.073,0.594
1567419485321,2019-09-02T03:18:05.321,0.635,-0.696,0.094,0.603
1567419485321,2019-09-02T03:18:05.321,0.635,-0.674,0.082,0.673
1567419485365,2019-09-02T03:18:05.365,0.679,-0.700,0.083,0.701
1567419485365,2019-09-02T03:18:05.365,0.679,-0.664,0.088,0.653
1567419485365,2019-09-02T03:18:05.365,0.679,-0.672,0.121,0.706
1567419485402,2019-09-02T03:18:05.402,0.716,-0.672,0.156,0.778
1567419485402,2019-09-02T03:18:05.402,0.716,-0.625,0.173,0.768
1567419485402,2019-09-02T03:18:05.402,0.716,-0.627,0.189,0.734
1567419485440,2019-09-02T03:18:05.440,0.754,-0.588,0.190,0.730
1567419485440,2019-09-02T03:18:05.440,0.754,-0.571,0.190,0.697
1567419485440,2019-09-02T03:18:05.440,0.754,-0.585,0.177,0.688
1567419485476,2019-09-02T03:18:05.476,0.790,-0.655,0.137,0.712
1567419485476,2019-09-02T03:18:05.476,0.790,-0.670,0.108,0.712
1567419485476,2019-09-02T03:18:05.476,0.790,-0.670,0.076,0.668
1567419485522,2019-09-02T03:18:05.522,0.836,-0.767,0.084,0.606
1567419485522,2019-09-02T03:18:05.522,0.836,-0.780,0.082,0.646
1567419485522,2019-09-02T03:18:05.522,0.836,-0.726,0.076,0.737
1567419485563,2019-09-02T03:18:05.563,0.877,-0.700,0.044,0.733
1567419485563,2019-09-02T03:18:05.563,0.877,-0.717,0.039,0.643
1567419485563,2019-09-02T03:18:05.563,0.877,-0.896,0.071,0.617
1567419485607,2019-09-02T03:18:05.607,0.921,-0.920,0.062,0.704
1567419485607,2019-09-02T03:18:05.607,0.921,-0.678,0.051,0.687
1567419485607,2019-09-02T03:18:05.607,0.921,-0.634,0.047,0.575
1567419485656,2019-09-02T03:18:05.656,0.970,-0.821,0.089,0.540
1567419485656,2019-09-02T03:18:05.656,0.970,-0.681,0.086,0.621
1567419485656,2019-09-02T03:18:05.656,0.970,-0.603,0.059,0.658
1567419485693,2019-09-02T03:18:05.693,1.007,-0.724,0.075,0.681
1567419485693,2019-09-02T03:18:05.693,1.007,-0.769,0.093,0.672
1567419485693,2019-09-02T03:18:05.693,1.007,-0.764,0.100,0.681
1567419485734,2019-09-02T03:18:05.734,1.048,-0.743,0.139,0.698
1567419485734,2019-09-02T03:18:05.734,1.048,-0.751,0.125,0.724
1567419485734,2019-09-02T03:18:05.734,1.048,-0.683,0.068,0.784
1567419485774,2019-09-02T03:18:05.774,1.088,-0.534,0.064,0.830
1567419485774,2019-09-02T03:18:05.774,1.088,-0.533,0.133,0.789
1567419485774,2019-09-02T03:18:05.774,1.088,-0.572,0.156,0.752
1567419485825,2019-09-02T03:18:05.825,1.139,-0.620,0.114,0.772
1567419485825,2019-09-02T03:18:05.825,1.139,-0.661,0.115,0.801
1567419485825,2019-09-02T03:18:05.825,1.139,-0.612,0.135,0.812
1567419485860,2019-09-02T03:18:05.860,1.174,-0.558,0.186,0.733
1567419485860,2019-09-02T03:18:05.860,1.174,-0.505,0.183,0.677
1567419485860,2019-09-02T03:18:05.860,1.174,-0.593,0.160,0.735
1567419485898,2019-09-02T03:18:05.898,1.212,-0.642,0.156,0.814
1567419485898,2019-09-02T03:18:05.898,1.212,-0.653,0.165,0.839
1567419485898,2019-09-02T03:18:05.898,1.212,-0.575,0.208,0.728
1567419485934,2019-09-02T03:18:05.934,1.248,-0.503,0.221,0.594
1567419485934,2019-09-02T03:18:05.934,1.248,-0.612,0.209,0.620
1567419485934,2019-09-02T03:18:05.934,1.248,-0.658,0.199,0.734
1567419485969,2019-09-02T03:18:05.969,1.283,-0.564,0.193,0.830
1567419485969,2019-09-02T03:18:05.969,1.283,-0.425,0.182,0.874
1567419485969,2019-09-02T03:18:05.969,1.283,-0.370,0.122,0.911
1567419486012,2019-09-02T03:18:06.012,1.326,-0.509,0.061,1.031
1567419486012,2019-09-02T03:18:06.012,1.326,-0.569,0.021,1.317
1567419486012,2019-09-02T03:18:06.012,1.326,-0.389,-0.014,1.576
1567419486048,2019-09-02T03:18:06.048,1.362,-0.110,-0.043,1.019
1567419486048,2019-09-02T03:18:06.048,1.362,-0.086,-0.111,0.015
1567419486048,2019-09-02T03:18:06.048,1.362,-0.297,0.021,0.287
1567419486088,2019-09-02T03:18:06.088,1.402,-0.835,0.379,0.771
1567419486088,2019-09-02T03:18:06.088,1.402,-1.188,0.518,0.457
1567419486088,2019-09-02T03:18:06.088,1.402,-1.128,0.578,0.405
1567419486128,2019-09-02T03:18:06.128,1.442,-0.938,0.409,0.787
1567419486128,2019-09-02T03:18:06.128,1.442,-1.141,0.232,0.627
1567419486128,2019-09-02T03:18:06.128,1.442,-0.854,0.179,0.183
1567419486177,2019-09-02T03:18:06.177,1.491,-0.422,-0.064,0.186
1567419486177,2019-09-02T03:18:06.177,1.491,-0.847,-0.189,-0.036
1567419486177,2019-09-02T03:18:06.177,1.491,-1.141,-0.062,-0.490
1567419486220,2019-09-02T03:18:06.220,1.534,-1.021,-0.082,-0.598
1567419486220,2019-09-02T03:18:06.220,1.534,-1.210,-0.074,-0.513
1567419486220,2019-09-02T03:18:06.220,1.534,-1.113,-0.012,-0.423
1567419486265,2019-09-02T03:18:06.265,1.579,-0.832,-0.038,-0.335
1567419486265,2019-09-02T03:18:06.265,1.579,-0.787,-0.028,-0.259
1567419486265,2019-09-02T03:18:06.265,1.579,-0.859,-0.050,-0.148
1567419486307,2019-09-02T03:18:06.307,1.621,-0.871,-0.117,-0.119
1567419486307,2019-09-02T03:18:06.307,1.621,-0.958,-0.189,-0.067
1567419486307,2019-09-02T03:18:06.307,1.621,-1.081,-0.183,0.015
1567419486354,2019-09-02T03:18:06.354,1.668,-1.043,-0.126,-0.073
1567419486354,2019-09-02T03:18:06.354,1.668,-0.857,-0.102,-0.127
1567419486354,2019-09-02T03:18:06.354,1.668,-0.857,-0.106,-0.074
