epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567418991877,2019-09-02T03:09:51.877,0.000,-7.195,-2.561,2.927
1567418991877,2019-09-02T03:09:51.877,0.000,-6.707,-1.707,2.744
1567418991877,2019-09-02T03:09:51.877,0.000,-6.707,1.098,2.073
1567418992269,2019-09-02T03:09:52.269,0.392,-6.037,2.927,0.976
1567418992269,2019-09-02T03:09:52.269,0.392,-5.183,0.610,0.122
1567418992269,2019-09-02T03:09:52.269,0.392,-4.390,-0.366,0.366
1567418992316,2019-09-02T03:09:52.316,0.439,-3.537,0.854,0.793
1567418992316,2019-09-02T03:09:52.316,0.439,-2.927,1.037,1.646
1567418992316,2019-09-02T03:09:52.316,0.439,-3.232,1.159,2.622
1567418992375,2019-09-02T03:09:52.375,0.498,-3.476,0.976,2.805
1567418992375,2019-09-02T03:09:52.375,0.498,-2.927,-0.244,2.500
1567418992375,2019-09-02T03:09:52.375,0.498,-2.927,-1.707,1.951
1567418992414,2019-09-02T03:09:52.414,0.537,-2.927,-1.341,0.915
1567418992414,2019-09-02T03:09:52.414,0.537,-2.012,1.037,0.000
1567418992414,2019-09-02T03:09:52.414,0.537,-1.098,3.110,-0.610
1567418992451,2019-09-02T03:09:52.451,0.574,-1.280,3.598,-0.183
1567418992451,2019-09-02T03:09:52.451,0.574,-1.890,2.073,0.183
1567418992451,2019-09-02T03:09:52.451,0.574,-2.927,1.280,0.305
1567418992486,2019-09-02T03:09:52.486,0.609,-3.720,1.768,0.061
1567418992486,2019-09-02T03:09:52.486,0.609,-4.146,3.110,-0.366
1567418992486,2019-09-02T03:09:52.486,0.609,-4.024,3.902,-0.732
1567418992523,2019-09-02T03:09:52.523,0.646,-3.232,4.451,-0.854
1567418992523,2019-09-02T03:09:52.523,0.646,-2.927,5.915,-1.280
1567418992523,2019-09-02T03:09:52.523,0.646,-2.378,7.134,-2.012
1567418992569,2019-09-02T03:09:52.569,0.692,-1.890,7.683,-2.866
