epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567418992169,2019-09-02T03:09:52.169,0.000,0.549,1.402,0.122
1567418992169,2019-09-02T03:09:52.169,0.000,0.000,0.854,0.244
1567418992169,2019-09-02T03:09:52.169,0.000,-0.244,-1.098,0.061
1567418992296,2019-09-02T03:09:52.296,0.127,0.061,-0.915,-0.122
1567418992296,2019-09-02T03:09:52.296,0.127,0.549,0.854,0.122
1567418992296,2019-09-02T03:09:52.296,0.127,0.732,0.793,0.244
1567418992340,2019-09-02T03:09:52.340,0.171,0.549,1.098,0.488
1567418992340,2019-09-02T03:09:52.340,0.171,-0.366,-0.488,0.122
1567418992340,2019-09-02T03:09:52.340,0.171,-0.366,-1.829,-0.488
1567418992385,2019-09-02T03:09:52.385,0.216,0.122,0.000,0.488
1567418992385,2019-09-02T03:09:52.385,0.216,0.671,0.305,0.732
1567418992385,2019-09-02T03:09:52.385,0.216,1.037,0.610,0.305
1567418992424,2019-09-02T03:09:52.424,0.255,0.854,0.915,0.732
1567418992424,2019-09-02T03:09:52.424,0.255,-0.061,0.122,0.427
1567418992424,2019-09-02T03:09:52.424,0.255,-0.122,-0.671,-0.244
1567418992459,2019-09-02T03:09:52.459,0.290,0.427,0.122,-0.244
1567418992459,2019-09-02T03:09:52.459,0.290,0.610,0.305,-0.366
1567418992459,2019-09-02T03:09:52.459,0.290,0.488,0.549,-0.244
1567418992496,2019-09-02T03:09:52.496,0.327,-0.305,0.122,0.000
1567418992496,2019-09-02T03:09:52.496,0.327,-0.732,-1.402,-0.183
1567418992496,2019-09-02T03:09:52.496,0.327,-0.793,-0.183,-0.305
1567418992541,2019-09-02T03:09:52.541,0.372,-0.366,0.732,-0.549
1567418992541,2019-09-02T03:09:52.541,0.372,0.000,0.732,0.000
1567418992541,2019-09-02T03:09:52.541,0.372,-0.427,0.549,0.671
1567418992577,2019-09-02T03:09:52.577,0.408,-1.280,-0.854,-0.183
1567418992577,2019-09-02T03:09:52.577,0.408,-1.585,-0.976,-1.159
1567418992577,2019-09-02T03:09:52.577,0.408,-1.707,-1.098,-0.854
1567418992615,2019-09-02T03:09:52.615,0.446,-1.341,-1.524,-0.854
1567418992615,2019-09-02T03:09:52.615,0.446,-0.366,0.488,-0.976
1567418992615,2019-09-02T03:09:52.615,0.446,-0.366,2.073,-1.037
1567418992652,2019-09-02T03:09:52.652,0.483,-1.768,0.671,-0.732
1567418992652,2019-09-02T03:09:52.652,0.483,-2.500,-3.232,-0.488
1567418992652,2019-09-02T03:09:52.652,0.483,-2.439,-4.268,-0.610
1567418992678,2019-09-02T03:09:52.678,0.509,-2.012,-2.866,-1.707
1567418992678,2019-09-02T03:09:52.678,0.509,-1.280,-0.732,-1.707
1567418992678,2019-09-02T03:09:52.678,0.509,-1.037,0.488,-0.976
1567418992723,2019-09-02T03:09:52.723,0.554,-1.768,-0.732,-0.793
1567418992723,2019-09-02T03:09:52.723,0.554,-2.134,-2.622,-1.341
1567418992723,2019-09-02T03:09:52.723,0.554,-1.402,-3.415,-1.890
1567418992760,2019-09-02T03:09:52.760,0.591,0.366,-0.183,-1.037
1567418992760,2019-09-02T03:09:52.760,0.591,1.341,2.012,0.000
1567418992760,2019-09-02T03:09:52.760,0.591,2.378,3.476,0.183
1567418992804,2019-09-02T03:09:52.804,0.635,6.646,12.500,0.793
1567418992804,2019-09-02T03:09:52.804,0.635,11.037,27.866,1.402
1567418992804,2019-09-02T03:09:52.804,0.635,12.317,37.256,0.488
1567418992846,2019-09-02T03:09:52.846,0.677,12.134,37.866,1.280
1567418992846,2019-09-02T03:09:52.846,0.677,12.805,40.732,2.134
1567418992846,2019-09-02T03:09:52.846,0.677,14.939,48.902,3.659
1567418992887,2019-09-02T03:09:52.887,0.718,17.927,59.024,6.524
1567418992887,2019-09-02T03:09:52.887,0.718,17.195,60.122,8.415
1567418992887,2019-09-02T03:09:52.887,0.718,14.817,55.488,4.085
1567418992922,2019-09-02T03:09:52.922,0.753,11.098,35.305,-0.549
1567418992922,2019-09-02T03:09:52.922,0.753,4.695,18.171,-2.256
1567418992922,2019-09-02T03:09:52.922,0.753,-4.024,15.915,-3.780
1567418992958,2019-09-02T03:09:52.958,0.789,-9.878,11.768,-5.671
1567418992958,2019-09-02T03:09:52.958,0.789,-10.488,-4.756,-8.902
1567418992958,2019-09-02T03:09:52.958,0.789,-8.476,-15.122,-10.732
1567418992999,2019-09-02T03:09:52.999,0.830,-7.073,-8.659,-9.634
1567418992999,2019-09-02T03:09:52.999,0.830,-6.890,0.061,-5.793
1567418992999,2019-09-02T03:09:52.999,0.830,-4.451,4.268,-3.720
1567418993069,2019-09-02T03:09:53.069,0.900,4.268,16.159,-0.915
1567418993069,2019-09-02T03:09:53.069,0.900,8.354,37.500,5.122
1567418993069,2019-09-02T03:09:53.069,0.900,8.293,82.195,16.768
1567418993122,2019-09-02T03:09:53.122,0.953,7.439,155.793,29.207
1567418993122,2019-09-02T03:09:53.122,0.953,7.500,193.720,36.768
1567418993122,2019-09-02T03:09:53.122,0.953,2.561,151.951,42.195
1567418993165,2019-09-02T03:09:53.165,0.996,-8.841,88.598,43.902
1567418993165,2019-09-02T03:09:53.165,0.996,-14.756,62.500,38.415
1567418993165,2019-09-02T03:09:53.165,0.996,-15.305,70.061,36.402
1567418993205,2019-09-02T03:09:53.205,1.036,-13.963,71.585,33.110
1567418993205,2019-09-02T03:09:53.205,1.036,-11.341,80.244,28.232
1567418993205,2019-09-02T03:09:53.205,1.036,-7.683,95.488,24.451
1567418993262,2019-09-02T03:09:53.262,1.093,-5.305,92.073,21.280
1567418993262,2019-09-02T03:09:53.262,1.093,-6.829,72.073,19.512
1567418993262,2019-09-02T03:09:53.262,1.093,-11.098,60.427,17.927
